name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count
Dungeon Defenders,PC,2011,Role-Playing,Unknown,0.02,0,0,0,0.02,81,26,7.3,399
Group S Challenge,XB,2003,Racing,Capcom,0.02,0,0,0,0.02,57,17,6,5
Dragon's Lair,DS,2010,Platform,Destineer,0.02,0,0,0,0.02,63,4,5.886534456794125,NA
Disney's Meet the Robinsons,DS,2007,Action,Disney Interactive Studios,0.02,0,0,0,0.02,64,6,6.065282839336102,NA
Mata Hari: Betrayal is only a Kiss Away,PC,2008,Adventure,DTP Entertainment,0,0.02,0,0,0.02,63,11,5.886534456794125,NA
Terminator 3: The Redemption,GC,2004,Shooter,Atari,0.02,0,0,0,0.02,68,20,6.780276369504005,NA
Balls of Fury,Wii,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02,19,6,2.8,25
Indigo Prophecy,PC,2005,Adventure,Atari,0,0.02,0,0,0.02,85,41,8.3,375
Overlord,PC,2007,Strategy,Codemasters,0,0.02,0,0,0.02,81,27,8.1,220
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0,0.02,84,36,7.5,366
Whiteout,PS2,2002,Racing,Konami Digital Entertainment,0.01,0.01,0,0,0.02,50,12,3.5628054837484404,NA
FIFA Soccer 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0,0.02,77,15,6.8,36
Quake 4,PC,2005,Shooter,Activision,0,0.02,0,0,0.02,81,62,7.6,281
XGRA: Extreme G Racing Association,GC,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02,69,13,7,5
Max Payne,PC,2001,Shooter,Take-Two Interactive,0,0.02,0,0,0.02,89,32,9.1,1016
Taito Legends 2,PS2,2006,Misc,Empire Interactive,0.01,0.01,0,0,0.02,67,11,6.6015279869620285,NA
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0,0,0,0.02,55,19,4.7,34
SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,0.02,0,0,0,0.02,63,14,6.5,4
Homeworld,PC,1998,Strategy,Vivendi Games,0,0.02,0,0,0.02,93,20,9,326
Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0,0,0,0.02,72.02646233918777,NA,7.5,10
Sniper Elite V2,WiiU,2013,Shooter,505 Games,0,0.02,0,0,0.02,58,5,5.8,30
Paragon,PS4,2016,Action,Epic Games,0.02,0,0,0,0.02,64.19422363531456,NA,6.1,96
Order of War,PC,2009,Strategy,Square Enix,0,0.01,0,0,0.02,69,39,7.3,73
The Fast and the Furious,PSP,2007,Racing,Deep Silver,0.02,0,0,0,0.02,58,7,5.3,6
Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0,0.02,0,0,0.02,59,11,7.7,9
Sacred Gold,PC,2005,Role-Playing,Encore,0,0.02,0,0,0.02,75.94258169112439,NA,8.2,25
The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,0.02,0,0,0,0.02,62,17,5.70778607425215,NA
Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0,0.02,0,0,0.02,57,9,5.8,19
Sacred 3,PC,2014,Role-Playing,Deep Silver,0,0.02,0,0,0.02,57,47,1.4,544
Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,0,0.02,0,0,0.02,69,9,3.7,137
Wakeboarding Unleashed Featuring Shaun Murray,GBA,2003,Sports,Aspyr,0.01,0.01,0,0,0.02,67,7,6.6015279869620285,NA
SAW,PC,2009,Action,Konami Digital Entertainment,0,0.02,0,0,0.02,55,6,6,31
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,65,20,7.3,23
Spider-Man 3,PC,2007,Platform,Activision,0.02,0,0,0,0.02,62,16,7.1,29
Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.02,0,0,0,0.02,63,4,6.2,5
Commando: Steel Disaster,DS,2008,Shooter,Lexicon Entertainment,0.02,0,0,0,0.02,64,6,6.065282839336102,NA
Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,0,0.02,0,0,0.02,79.858701043061,NA,8.9,31
Disney Sports Football,GBA,2002,Sports,Unknown,0.01,0.01,0,0,0.02,62,4,5.70778607425215,NA
Chicken Hunter,DS,2007,Shooter,Phoenix Games,0.02,0,0,0,0.02,39,5,1.5965732757867068,NA
Kao Challengers,PSP,2005,Platform,Atari,0.02,0,0,0,0.02,57,6,4.814044161542271,NA
Jake Hunter: Detective Chronicles,DS,2008,Adventure,Aksys Games,0.02,0,0,0,0.02,47,12,3.026560336122513,NA
Spider-Man: Web of Shadows,PC,2008,Action,Activision,0,0.02,0,0,0.02,52,11,7.8,57
Headhunter: Redemption,XB,2004,Action,Sega,0.02,0,0,0,0.02,59,26,6.8,4
Prehistorik Man,GBA,2001,Platform,THQ,0.01,0.01,0,0,0.02,69,11,6.9590247520459805,NA
Chicago Enforcer,XB,2005,Shooter,Kemco,0.02,0,0,0,0.02,33,9,2.8,4
The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,Codemasters Online,0,0.02,0,0,0.02,85,24,8.2,99
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0,0,0.02,52,15,7.1,12
Stormrise,PC,2009,Strategy,Sega,0,0.02,0,0,0.02,42,15,4.9,22
Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0,0.02,0,0,0.02,81,62,8.1,284
Ruff Trigger: The Vanocore Conspiracy,PS2,2006,Platform,Natsume,0.01,0.01,0,0,0.02,57,8,7,7
War Leaders: Clash of Nations,PC,2009,Strategy,CDV Software Entertainment,0,0.02,0,0,0.02,65.87256050043024,NA,6.4,8
RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0,0.02,0,0,0.02,43,7,2.4,31
Oil Rush,PC,2012,Strategy,Iceberg Interactive,0,0.02,0,0,0.02,67,23,6.5,55
XGRA: Extreme G Racing Association,XB,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02,66,15,6.8,5
Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,0.01,0,0,0,0.02,62.51588677019886,NA,5.8,12
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.02,0,0,0,0.02,79,9,8.5,15
Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0,0.02,0,0,0.02,66,15,8.5,144
Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0,0.02,0,0,0.02,73,17,5.4,52
Motocross Mania 3,XB,2005,Racing,Take-Two Interactive,0.01,0,0,0,0.02,38,9,3.6,7
ESPN MLS ExtraTime 2002,GC,2002,Sports,Konami Digital Entertainment,0.02,0,0,0,0.02,68,6,6.780276369504005,NA
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,0,0,0.02,0,0.02,40,4,5.8,18
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.02,0,0,0,0.02,65,16,4.6,17
Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0,0.02,0,0,0.02,70,40,6.3,374
Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,70,15,7.4,9
Pump It Up: Exceed,XB,2005,Misc,Mastiff,0.01,0,0,0,0.02,74,9,7.5,4
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.02,26,10,2.4,22
TOCA Race Driver 3,PC,2006,Racing,Codemasters,0,0.02,0,0,0.02,84,16,7.8,53
Malice,PS2,2004,Platform,Evolved Games,0.01,0.01,0,0,0.02,51,11,3.7415538662904164,NA
B-17: Fortress in the Sky,DS,2007,Simulation,DSI Games,0.02,0,0,0,0.02,38,4,1.417824893244731,NA
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,69,22,7.9,25
Runaway: A Twist of Fate,DS,N/A,Adventure,Focus Home Interactive,0,0.02,0,0,0.02,66,5,6.422779604420053,NA
Car Battler Joe,GBA,2001,Role-Playing,Victor Interactive,0.01,0.01,0,0,0.02,77,11,8.389011812381787,NA
Digimon Rumble Arena 2,XB,2004,Fighting,Atari,0.01,0,0,0,0.02,65,8,8.8,4
Ten Pin Alley 2,Wii,2008,Sports,XS Games,0.02,0,0,0,0.02,30,4,-0.012162167091075322,NA
Ridge Racer Unbounded,PC,2012,Racing,Namco Bandai Games,0,0.02,0,0,0.02,72,9,6,83
Mini Ninjas,PC,2009,Action,Eidos Interactive,0,0.02,0,0,0.02,74,14,8.3,78
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,0.02,0,0,0,0.02,67,21,6.8,29
Virtual Kasparov,GBA,2002,Strategy,Titus,0.01,0.01,0,0,0.02,70,6,7.137773134587956,NA
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,Global Star,0.01,0,0,0,0.02,57,6,4.814044161542271,NA
Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,Little Orbit,0,0.02,0,0,0.02,68.11034298725116,NA,6.8,4
Speed Kings,GC,2003,Racing,Acclaim Entertainment,0.01,0,0,0,0.02,59,9,5.171540926626222,NA
Mighty No. 9,XOne,2016,Platform,Deep Silver,0.02,0,0,0,0.02,55,13,4.2,94
Crysis: Warhead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0,0.02,84,56,7.9,516
ESPN MLS ExtraTime 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,68,6,6.780276369504005,NA
Worldwide Soccer Manager 2007,PC,2006,Sports,Sega,0,0.02,0,0,0.02,87,17,10.176495637801544,NA
The Sims 2: Family Fun Stuff,PC,2006,Simulation,Electronic Arts,0,0.01,0,0,0.02,53.00531120120994,NA,4.1,10
Hogs of War,PS,2000,Strategy,Infogrames,0.01,0.01,0,0,0.02,62,10,8.8,31
Elven Legacy,PC,2009,Strategy,Paradox Interactive,0.02,0,0,0,0.02,71,27,7.1,38
Trapped Dead,PC,2011,Strategy,Iceberg Interactive,0,0.02,0,0,0.02,50,14,4.7,57
Point Blank 3,PS,2000,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.02,78,5,8.4,5
Vietcong,PC,2003,Shooter,Gathering of Developers,0,0.02,0,0,0.02,74,22,8.7,76
Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0,0.01,0,0,0.02,70,21,7.5,11
Charlie's Angels,GC,2003,Action,Ubisoft,0.01,0,0,0,0.02,23,21,3.3,23
uDraw Studio: Instant Artist,X360,2011,Misc,THQ,0.01,0.01,0,0,0.02,54,5,5.7,6
The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,0,0.02,0,0,0.02,64,24,7.6,30
Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.02,0,0,0,0.02,79,15,7.2,63
The Crew: Wild Run,XOne,2015,Action,Ubisoft,0,0.02,0,0,0.02,65,5,6.6,21
Rugby 06,XB,2006,Sports,Electronic Arts,0.01,0,0,0,0.02,76,18,8.210263429839811,NA
Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,0.02,0,0,0,0.02,62,11,7.3,12
Urban Chaos: Riot Response,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02,72,34,8.6,9
Starship Troopers,PC,2005,Shooter,Empire Interactive,0,0.02,0,0,0.02,46,18,6.1,29
The Mummy,GBA,2002,Action,Ubisoft,0.01,0,0,0,0.02,72,6,7.495269899671908,NA
Heroes of the Pacific,PC,2005,Simulation,Codemasters,0,0.02,0,0,0.02,76,18,6.7,19
Broken Sword: The Sleeping Dragon,XB,2003,Adventure,THQ,0.01,0,0,0,0.02,77,24,8.3,12
Darksiders,PS3,2010,Action,THQ,0.01,0,0,0,0.02,82,73,7.9,319
Tycoon City: New York,PC,2006,Strategy,Atari,0,0.02,0,0,0.02,67,30,8.3,4
NHL 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0,0.02,62,6,4.1,30
The Crew: Wild Run,PC,2015,Action,Ubisoft,0,0.02,0,0,0.02,74,6,7.4,41
WorldShift,PC,2009,Strategy,Playlogic Game Factory,0.02,0,0,0,0.02,63,9,8.1,8
Rainbow Islands Revolution,DS,2005,Platform,Rising Star Games,0.01,0,0,0,0.02,54,19,4.2777990139163435,NA
Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02,89,71,8.3,2191
Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,0.02,0,0,0,0.02,47.970300605862874,NA,3.2,5
Legendary,PC,2008,Shooter,Atari,0,0.01,0,0,0.02,50,23,6.6,104
Garfield Gets Real,DS,2009,Action,Zushi Games,0,0.02,0,0,0.02,39,4,1.5965732757867068,NA
Crime Scene,DS,2009,Adventure,Nobilis,0,0.02,0,0,0.02,54,7,4.2777990139163435,NA
Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,0.02,0,0,0,0.02,65,12,6.244031221878077,NA
ESPN NFL Primetime 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,57,10,4.814044161542271,NA
Red Ninja: End of Honor,XB,2005,Action,Vivendi Games,0.01,0,0,0,0.02,46,25,4,5
Commandos 3: Destination Berlin,PC,2003,Strategy,Eidos Interactive,0,0.02,0,0,0.02,72,24,7.6,83
James Bond 007: Blood Stone,PC,2010,Shooter,Activision,0.02,0,0,0,0.02,63,17,7.1,72
Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,0,0.01,0,0,0.02,74,37,8.2,13
Kong: The Animated Series,GBA,2002,Action,BAM! Entertainment,0.01,0,0,0,0.02,52,4,3.920302248832392,NA
Puzzle Quest: Challenge of the Warlords,PSP,2007,Puzzle,D3Publisher,0.01,0,0,0,0.02,84,32,8,19
Garfield's Nightmare,DS,2007,Platform,Game Factory,0.01,0,0,0,0.02,70,9,7.137773134587956,NA
Iridium Runners,PS2,2008,Racing,SouthPeak Games,0.01,0.01,0,0,0.02,57,12,4.814044161542271,NA
Tiny Toon Adventures: Wacky Stackers,GBA,2001,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.02,58,5,4.992792544084247,NA
Emergency Mayhem,Wii,2008,Racing,Codemasters,0.02,0,0,0,0.02,40,21,4.3,4
Uru: Ages Beyond Myst,PC,2003,Adventure,Ubisoft,0,0.02,0,0,0.02,79,22,7.6,29
Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,0,0.02,0,0,0.02,72.585907960893,NA,7.6,5
TMNT: Mutant Melee,XB,2005,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.02,43,13,4.8,5
Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.01,0,0,0,0.02,48,4,2,53
RoboCop,XB,2003,Shooter,Titus,0.01,0,0,0,0.02,30,9,3.6,12
Blood Bowl: Legendary Edition,PC,2010,Sports,Focus Home Interactive,0,0.01,0,0,0.02,73,13,6.4,75
Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,0.02,0,0,0.02,50,16,5,14
Worms,X360,2007,Strategy,Microsoft Game Studios,0,0.02,0,0,0.02,75,25,6.9,28
NHL 2K3,GC,2002,Sports,Sega,0.01,0,0,0,0.02,89,11,7,6
The Hustle: Detroit Streets,XB,2006,Sports,Activision,0.01,0,0,0,0.02,52,4,3.920302248832392,NA
Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0,0.02,0,0,0.02,70.90757109577731,NA,7.3,7
Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Misc,Atari,0.01,0,0,0,0.02,55,15,8,5
Balls of Fury,DS,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02,62,7,5.70778607425215,NA
Still Life 2,PC,2009,Adventure,Rondomedia,0,0.01,0,0,0.02,67,15,5.7,54
Virtua Quest,PS2,N/A,Role-Playing,Unknown,0.01,0.01,0,0,0.02,53,17,7.6,5
Disney Sports Basketball,GBA,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,73,5,7.674018282213884,NA
Disney Sports Football,GC,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,59,8,5.171540926626222,NA
Castle Shikigami 2,PS2,2004,Shooter,Play It,0.01,0.01,0,0,0.02,67,4,7.4,8
Peggle Nights,PC,2008,Puzzle,PopCap Games,0,0.01,0,0,0.02,76,15,8.1,24
Pulse Racer,XB,2003,Racing,Jaleco,0.01,0,0,0,0.02,24,7,2.8,17
NBA 07,PS2,2006,Sports,Sony Computer Entertainment,0.01,0.01,0,0,0.02,63,24,6.8,5
Rogue Trooper,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02,71,37,8.5,11
Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,0.01,0.01,0,0,0.02,69,16,6.5,22
Tomb Raider: Legend,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02,82,31,7.9,244
Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games,0.02,0,0,0,0.02,39,11,3.1,61
Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02,40.138061901989644,NA,1.8,4
Pirates: Legend of the Black Buccaneer,PS2,2006,Adventure,10TACLE Studios,0.01,0.01,0,0,0.02,42,4,7,5
East India Company,PC,2009,Strategy,Paradox Interactive,0.01,0,0,0,0.02,67,28,5.7,49
Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory,0.02,0,0,0,0.02,62,20,6.5,11
Without Warning,XB,N/A,Shooter,Capcom,0.01,0,0,0,0.02,45,25,2,5
Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,0.01,0.01,0,0,0.02,64,5,8.8,71
NEVES,DS,2007,Puzzle,Ignition Entertainment,0.01,0,0,0,0.02,70,26,7.137773134587956,NA
Goblin Commander: Unleash the Horde,GC,2003,Strategy,Jaleco,0.01,0,0,0,0.02,71,19,7.8,6
Final Fight: Streetwise,XB,2006,Action,Capcom,0.01,0,0,0,0.02,42,29,4,4
Top Gear RPM Tuning,XB,2005,Racing,Wanadoo,0.01,0,0,0,0.02,45,10,7.5,4
Mark McMorris Infinite Air,PS4,2016,Sports,FuRyu Corporation,0.01,0,0,0,0.02,49,15,6,29
Micro Machines V4,PSP,2006,Racing,Codemasters,0.01,0,0,0,0.02,61,18,5.529037691710174,NA
Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02,72,6,5.6,16
Battle Engine Aquila,XB,2003,Shooter,Atari,0.01,0,0,0,0.02,76,28,8.210263429839811,NA
Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0,0.02,0,0,0.02,87,59,8.7,2089
One Piece Mansion,PS,2001,Action,Capcom,0.01,0.01,0,0,0.02,62,12,5.70778607425215,NA
Airline Tycoon,PC,2000,Simulation,Interplay,0,0.01,0,0,0.02,74.82369044771393,NA,8,9
Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0,0.02,0,0,0.02,77,12,7.2,11
Rocksmith 2014 Edition Remastered,PS4,2016,Misc,Ubisoft,0.01,0,0,0,0.02,73.70479920430347,NA,7.8,5
Unreal Tournament 2004,PC,2004,Shooter,Atari,0,0.01,0,0,0.02,93,48,8.9,537
Cube,PSP,2007,Puzzle,D3Publisher,0.02,0,0,0,0.02,60,18,5.350289309168199,NA
Pirates of the Burning Sea,PC,2008,Role-Playing,Koch Media,0,0.01,0,0,0.02,76,30,7.6,61
Just Cause,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02,75,21,7.3,206
Army Men: Major Malfunction,XB,2006,Shooter,Global Star,0.01,0,0,0,0.02,36,6,4,5
Big Bass Fishing,PS,2002,Action,Take-Two Interactive,0,0,0.02,0,0.02,70.34812547407208,NA,7.2,6
Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0,0.01,0,0,0.02,38,5,1.417824893244731,NA
The Haunted: Hell's Reach,PC,2011,Shooter,Visco,0.02,0,0,0,0.02,51,8,7.6,47
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02,56,36,5.4,105
The Longest Journey,PC,1999,Adventure,Empire Interactive,0,0.01,0,0,0.02,91,26,8.9,439
WTA Tour Tennis,GBA,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,66,9,6.422779604420053,NA
Lost: Via Domus,PC,2008,Action,Ubisoft,0,0.01,0,0,0.02,52,22,6,38
Judge Dredd: Dredd Vs Death,XB,2003,Shooter,Vivendi Games,0.01,0,0,0,0.02,57,17,6.7,7
Platypus,PSP,2006,Shooter,Funsta,0.02,0,0,0,0.02,59,14,5.171540926626222,NA
Davis Cup Tennis,GBA,2002,Sports,Ubisoft,0.01,0,0,0,0.02,59,9,5.171540926626222,NA
Pro Rally,GC,2002,Racing,Ubisoft,0.01,0,0,0,0.02,64,11,6.065282839336102,NA
Dark Void,PC,2010,Action,Capcom,0,0.01,0,0,0.02,57,22,5.1,67
Konductra,DS,2006,Puzzle,O3 Entertainment,0.02,0,0,0,0.02,60,14,5.350289309168199,NA
Samurai Jack: The Shadow of Aku,GC,2004,Action,Sega,0.01,0,0,0,0.02,59,17,5.171540926626222,NA
The Incredibles: Rise of the Underminer,PC,2005,Action,THQ,0.01,0,0,0,0.02,65,5,6.244031221878077,NA
Stronghold Legends,PC,2006,Strategy,Take-Two Interactive,0,0.01,0,0,0.02,57,19,7.2,44
Kao the Kangaroo Round 2,GC,2005,Platform,JoWood Productions,0.01,0,0,0,0.02,57,7,4.814044161542271,NA
Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02,60,5,5.350289309168199,NA
Zoey 101: Field Trip Fiasco,DS,2007,Action,THQ,0.02,0,0,0,0.02,31,4,0.16658621545090047,NA
Worms World Party,PC,2001,Strategy,Virgin Interactive,0,0.01,0,0,0.02,75,8,7.6,68
Gears of War,PC,2007,Shooter,Microsoft Game Studios,0,0.01,0,0,0.02,87,36,7.8,567
Dragon Booster,DS,2005,Shooter,Konami Digital Entertainment,0.02,0,0,0,0.02,33,14,7,9
DJ Star,DS,2009,Misc,Deep Silver,0.01,0,0,0,0.02,66,7,6.422779604420053,NA
Post Mortem,PC,2003,Adventure,Microids,0,0.01,0,0,0.02,71,25,8,28
V-Rally 3,XB,2003,Racing,Atari,0.01,0,0,0,0.02,76,13,8.210263429839811,NA
Wall-E,PC,2008,Platform,THQ,0,0.01,0,0,0.02,58,6,6.8,17
Majesty 2: The Fantasy Kingdom Sim,PC,2009,Simulation,Paradox Interactive,0.01,0,0,0,0.02,72,31,7.3,129
LEGO Star Wars II: The Original Trilogy,PC,2006,Action,Activision,0,0.01,0,0,0.02,86,20,8.2,64
Dead to Rights,GBA,2004,Shooter,Zoo Digital Publishing,0.01,0,0,0,0.02,40,5,1.7753216583286826,NA
Dinotopia: The Sunstone Odyssey,GC,N/A,Action,Unknown,0.01,0,0,0,0.02,50,4,3.5628054837484404,NA
Star Trek: Legacy,PC,2006,Simulation,Ubisoft,0,0.01,0,0,0.02,56,25,4,35
Syberia II,PC,2004,Adventure,MC2 Entertainment,0,0.01,0,0,0.02,80,23,8.3,150
A Vampyre Story,PC,2008,Adventure,Crimson Cow,0,0.01,0,0,0.02,75,33,8.5,25
The Sims 4: Luxury Party Stuff,PC,2015,Simulation,Electronic Arts,0,0.01,0,0,0.02,59.718658661672706,NA,5.3,12
Sniper Elite,PC,2005,Shooter,MC2 Entertainment,0,0.01,0,0,0.02,76,13,8,142
Achtung Panzer: Kharkov 1943,PC,2010,Strategy,Mamba Games,0,0.01,0,0,0.02,70,6,8.3,20
Mission: Impossible - Operation Surma,GC,2004,Platform,Atari,0.01,0,0,0,0.02,64,9,6.065282839336102,NA
Antz Extreme Racing,XB,2002,Racing,Empire Interactive,0.01,0,0,0,0.02,35,4,8.7,10
Majesty 2 Collection,PC,2011,Strategy,Paradox Interactive,0,0.01,0,0,0.02,76.50202731282963,NA,8.3,10
Enemy Territory: Quake Wars,PC,2007,Shooter,Activision,0.01,0,0,0,0.02,84,55,8.3,231
Kao the Kangaroo Round 2,PS2,2005,Platform,JoWood Productions,0.01,0.01,0,0,0.02,58,12,8.7,7
Robopon 2: Ring Version,GBA,2001,Role-Playing,Hudson Entertainment,0.01,0,0,0,0.02,68,6,6.780276369504005,NA
Mark McMorris Infinite Air,XOne,2016,Sports,FuRyu Corporation,0.01,0,0,0,0.02,69.78867985236685,NA,7.1,18
Colin McRae Rally 2005,PC,2004,Racing,Codemasters,0,0.01,0,0,0.02,83,11,7.1,50
Quantum Break,PC,2016,Action,Microsoft Game Studios,0,0.01,0,0,0.02,66,14,4.3,539
Online Chess Kingdoms,PSP,2006,Misc,Konami Digital Entertainment,0.01,0,0,0,0.02,60,17,6.8,6
FIFA Soccer 08,PC,2007,Sports,Electronic Arts,0,0.01,0,0,0.02,77,7,6.1,50
Hummer Badlands,XB,2006,Racing,Global Star,0.01,0,0,0,0.02,44,7,6,5
Turbo: Super Stunt Squad,3DS,2013,Sports,D3Publisher,0,0.01,0,0,0.02,59.15921303996748,NA,5.2,5
Just Cause,PS2,2006,Action,Eidos Interactive,0.01,0.01,0,0,0.02,67,23,7.9,41
IHRA Drag Racing: Sportsman Edition,XB,2006,Racing,Bethesda Softworks,0.01,0,0,0,0.02,35,4,0.8815797456188036,NA
Drone Tactics,DS,2007,Strategy,Success,0.01,0,0,0,0.02,74,12,7.4,7
Technic Beat,PS2,2002,Misc,Arika,0.01,0.01,0,0,0.02,67,24,6.6015279869620285,NA
Worldwide Soccer Manager 2006,PC,2004,Sports,Sega,0,0.01,0,0,0.02,89,20,10.533992402885497,NA
DuckTales: Remastered,PC,2013,Action,Capcom,0,0.01,0,0,0.02,66,6,7.6,152
Assetto Corsa,XOne,2016,Racing,505 Games,0,0.01,0,0,0.02,63,9,6.7,27
Evil Genius,PC,2004,Strategy,Vivendi Games,0,0.01,0,0,0.02,75,51,8.3,106
Imperium Romanum,PC,2008,Strategy,Kalypso Media,0,0.01,0,0,0.02,63,19,7.5,24
Ferrari: The Race Experience,Wii,N/A,Racing,System 3 Arcade Software,0,0.01,0,0,0.01,54,4,4.2777990139163435,NA
Blackthorne,GBA,2003,Action,Activision,0.01,0,0,0,0.01,67,10,7.6,5
Contrast,PC,2013,Platform,Focus Home Interactive,0,0.01,0,0,0.01,62,24,7.7,169
Space Invaders Revolution,DS,2005,Shooter,Rising Star Games,0.01,0,0,0,0.01,49,9,5.2,5
SpongeBob: HeroPants,PSV,2015,Platform,Activision,0.01,0,0,0,0.01,58.599767418262246,NA,5.1,7
Turok,PC,2008,Action,Touchstone,0,0.01,0,0,0.01,65,16,6.5,55
Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0,0.01,0,0,0.01,72,4,6.2,14
Sengoku,PC,2011,Strategy,Paradox Interactive,0,0.01,0,0,0.01,70,13,6.8,86
Republique,PS4,2016,Action,Nippon Ichi Software,0,0.01,0.01,0,0.01,72,35,5.8,29
Ship Simulator 2008,PC,2007,Simulation,Lighthouse Interactive,0,0.01,0,0,0.01,62,9,6.6,8
NBA 2K17,PC,2016,Sports,Take-Two Interactive,0,0.01,0,0,0.01,90,6,6.3,52
Rise of Flight: Iron Cross Edition,PC,2010,Simulation,Aerosoft,0.01,0,0,0,0.01,74.2642448260087,NA,7.9,11
Guild Wars: Factions,PC,2006,Role-Playing,NCSoft,0,0.01,0,0,0.01,84,39,8.5,128
WinBack 2: Project Poseidon,PS2,2006,Shooter,Tecmo Koei,0.01,0.01,0,0,0.01,48,21,3.205308718664489,NA
