rank,name,basename,genre,esrb_rating,platform,publisher,developer,jp_sales,year
2439,Guitar Hero: Aerosmith,guitar-hero-aerosmith,Misc,T,playstation,Activision,Neversoft,0,2008
2442,Ace Combat X: Skies of Deception,ace-combat-x-skies-of-deception,Simulation,T,playstation,Namco Bandai,Bandai Namco Games,0.12,2006
2444,Haze,haze,Shooter,M,playstation,Ubisoft,Free Radical Design,0.02,2008
2447,Tales of Graces f,tales-of-graces-f,Role-Playing,T,playstation,Namco Bandai,Namco Tales Studio,0.45,2012
2448,DiRT 2,dirt-2,Racing,T,playstation,Codemasters,Codemasters,0,2009
2450,The Bouncer,the-bouncer,Action,T,playstation,Square,SquareSoft,0.38,2001
2451,Apollo Justice: Ace Attorney,apollo-justice-ace-attorney,Adventure,T,other,Capcom,Capcom,0.64,2008
2452,Rocksmith 2014,rocksmith-2014,Music,T,xbox,Ubisoft,Ubisoft San Francisco,0,2013
2455,Dragon Age: Inquisition,dragon-age-inquisition,Role-Playing,M,xbox,Electronic Arts,BioWare Edmonton,0,2014
2459,Army of Two: The 40th Day,army-of-two-the-40th-day,Shooter,M,xbox,Electronic Arts,EA Montreal,0,2010
2460,PlayStation All-Stars Battle Royale,playstation-all-stars-battle-royale,Fighting,T,playstation,Sony Computer Entertainment,SuperBot Entertainment,0.04,2012
2463,Tom Clancy's Splinter Cell: Blacklist,tom-clancys-splinter-cell-blacklist,Action-Adventure,M,playstation,Ubisoft,Ubisoft Toronto,0.06,2013
2464,The LEGO Movie Videogame,the-lego-movie-videogame,Action-Adventure,E10,playstation,Warner Bros. Interactive Entertainment,TT Fusion,0.03,2014
2467,Pro Evolution Soccer 2008,pro-evolution-soccer-2008,Sports,E,playstation,Konami,Konami,0.19,2008
2469,Sniper Elite V2,sniper-elite-v2,Shooter,M,playstation,505 Games,Rebellion Developments,0.06,2012
2470,Zoo Tycoon DS,zoo-tycoon-ds,Strategy,E,other,THQ,Blue Fang Games,0.01,2005
2471,Mario Party Advance,mario-party-advance,Misc,E,nintendo,Nintendo,Hudson Soft,0.28,2005
2473,Tetris 2,tetris-2,Puzzle,unrated,nintendo,Nintendo,Nintendo,0.21,1993
2478,Suikoden III,suikoden-iii,Role-Playing,T,playstation,Konami,KCET,0.38,2002
2483,Dragon Quest X,dragon-quest-x,MMO,unrated,nintendo,Unknown,Square Enix,0.97,2011
2486,Fire Emblem,fire-emblem,Strategy,E,nintendo,Nintendo,Intelligent Systems,0.29,2003
2487,Dirge of Cerberus: Final Fantasy VII,dirge-of-cerberus-final-fantasy-vii,Shooter,T,playstation,Square Enix,Square Enix,0.51,2006
2491,EA Sports UFC 3,ea-sports-ufc-3,Sports,T,playstation,EA Sports,EA Vancouver,0.01,2018
2493,Grand Theft Auto: Vice City Stories,grand-theft-auto-vice-city-stories,Action,M,playstation,Rockstar Games,Rockstar Leeds,0.03,2007
2499,Romancing SaGa,romancing-saga,Role-Playing,unrated,nintendo,Square,SquareSoft,0.97,1992
2503,Dark Cloud 2,dark-cloud-2,Role-Playing,T,playstation,Sony Computer Entertainment,Level 5,0.26,2003
2507,Tom Clancy's Ghost Recon: Future Soldier,tom-clancys-ghost-recon-future-soldier,Shooter,T,playstation,Ubisoft,Ubisoft Paris,0.09,2012
2508,Dance Dance Revolution 2nd ReMIX,dance-dance-revolution-2nd-remix,Simulation,unrated,playstation,Konami,KCET,0.9,1999
2509,Star Fox 64 3D,star-fox-64-3d,Shooter,E10,nintendo,Nintendo,Nintendo EAD,0.13,2011
2513,Star Soldier,star-soldier,Shooter,unrated,nintendo,Taxan,Hudson Soft,0.57,1988
2514,de Blob,de-blob,Platform,E,nintendo,THQ,Blue Tongue,0,2008
2517,PilotWings Resort,pilotwings-resort,Simulation,E,nintendo,Nintendo,Monster Games,0.13,2011
2521,Dragon Quest Monsters: Terry's Wonderland 3D,dragon-quest-monsters-terrys-wonderland-3d,Role-Playing,unrated,nintendo,Square Enix,Square Enix,0.96,2012
2523,Shinobi,shinobi,Action,M,playstation,Sega,Overworks,0.22,2002
2533,Harvest Moon 3D: A New Beginning,harvest-moon-3d-a-new-beginning,Simulation,E,nintendo,Natsume,Marvelous,0.31,2012
2536,Sonic Unleashed,sonic-unleashed,Platform,E10,xbox,Sega,Sonic Team,0,2008
2544,Mega Man Star Force Dragon / Leo / Pegasus,mega-man-star-force-dragon,Role-Playing,E,other,Capcom,Capcom,0.53,2007
2545,Wild ARMs,wild-arms,Role-Playing,E,playstation,Sony Computer Entertainment,Media.Vision,0.46,1997
2546,Kessen,kessen,Strategy,T,playstation,Electronic Arts,Koei,0.41,2000
2549,Lost Planet 2,lost-planet-2,Shooter,T,playstation,Capcom,Capcom,0.2,2010
2550,Driver: San Francisco,driver-san-francisco,Racing,T,playstation,Ubisoft,Ubisoft Reflections,0.01,2011
2554,White Knight Chronicles: International Edition,white-knight-chronicles-international-edition,Role-Playing,T,playstation,Sony Computer Entertainment,Level 5,0.36,2010
2557,Disney Magic Castle: My Happy Life,disney-magic-castle-my-happy-life,Simulation,E,nintendo,Nintendo,High Horse Entertainment,0.53,2014
2561,Colin McRae Rally 04,colin-mcrae-rally-04,Racing,unrated,playstation,Codemasters,Codemasters,0.01,2003
2570,WWE SmackDown vs. Raw 2009,wwe-smackdown-vs-raw-2009,Fighting,T,playstation,THQ,Yuke's Media Creations,0.01,2008
2574,SaGa Frontier 2,saga-frontier-2,Role-Playing,T,playstation,Square EA,SquareSoft,0.71,2000
2579,Bully,bully,Action,T,playstation,Rockstar Games,Rockstar Vancouver,0.04,2006
2591,Kingdom Hearts Re:coded,kingdom-hearts-recoded,Role-Playing,E10,other,Square Enix,High Horse Entertainment,0.27,2011
2598,Castlevania II: Simon's Quest,castlevania-ii-simons-quest,Platform,unrated,nintendo,Konami,Konami,0.42,1988
2599,Mega Man 4,mega-man-4,Platform,unrated,nintendo,Capcom,Capcom,0.32,1992
2602,Bayonetta,bayonetta,Action,M,xbox,Sega,PlatinumGames,0.09,2010
2607,Operation Flashpoint: Dragon Rising,operation-flashpoint-dragon-rising,Shooter,M,xbox,Codemasters,Codemasters,0.02,2009
2613,Phoenix Wright: Ace Attorney,phoenix-wright-ace-attorney,Adventure,T,other,Capcom,Capcom,0.39,2005
2621,Dante's Inferno,dantes-inferno,Action,M,xbox,Electronic Arts,Visceral Games,0.02,2010
2626,Balloon Fight,balloon-fight,Platform,unrated,nintendo,Nintendo,Nintendo R&D1,0.43,1986
2629,SSX,ssx,Sports,E,playstation,EA Sports,EA Canada,0.02,2012
2631,Xenoblade Chronicles,xenoblade-chronicles,Role-Playing,T,nintendo,Nintendo,Monolith Soft,0.16,2012
2632,Crysis 3,crysis-3,Shooter,M,xbox,Electronic Arts,Crytek,0.01,2013
2633,Killzone: Mercenary,killzone-mercenary,Misc,unrated,playstation,Sony Computer Entertainment America,Guerrilla Games,0.04,2013
2636,Tobal No.1,tobal-no1,Fighting,T,playstation,Sony Computer Entertainment,DreamFactory,0.66,1996
2637,Blue Dragon,blue-dragon,Role-Playing,T,xbox,Microsoft Game Studios,Mistwalker Corporation / Artoon,0.21,2007
2640,EA Sports Grand Slam Tennis,ea-sports-grand-slam-tennis,Sports,E,nintendo,EA Sports,EA Vancouver,0.02,2009
2642,Dynasty Warriors 7,dynasty-warriors-7,Action,T,playstation,Tecmo Koei,Omega Force,0.46,2011
2645,Crysis 3,crysis-3,Shooter,M,playstation,Electronic Arts,Crytek,0.03,2013
2647,Tom Clancy's EndWar,tom-clancys-endwar,Strategy,T,xbox,Ubisoft,Ubisoft Shanghai,0.01,2008
2648,Tokyo Xtreme Racer 3,tokyo-xtreme-racer-3,Racing,E,playstation,Crave Entertainment,Genki,0.21,2003
2649,Sonic Riders: Zero Gravity,sonic-riders-zero-gravity,Racing,E,nintendo,Sega,Sonic Team,0.02,2008
2650,Colin McRae Rally 2.0,colin-mcrae-rally-20,Racing,E,playstation,Codemasters,Codemasters,0.02,2000
2656,Super Momotarou Dentetsu III,super-momotarou-dentetsu-iii,Simulation,unrated,nintendo,Hudson Soft,Hudson Soft,0.91,1994
2658,Operation Flashpoint: Dragon Rising,operation-flashpoint-dragon-rising,Shooter,M,playstation,Codemasters,Codemasters,0.05,2009
2663,The Witcher 2: Assassins of Kings,the-witcher-2-assassins-of-kings,Role-Playing,M,xbox,Warner Bros. Interactive,CD Projekt Red Studio,0.02,2012
2664,Homefront,homefront,Shooter,M,playstation,THQ,Kaos Studios,0.04,2011
2665,Lost Odyssey,lost-odyssey,Role-Playing,T,xbox,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,0.11,2008
2669,Mini-Yonku Shining Scorpion: Let's & Go!!,mini-yonku-shining-scorpion-lets-amp-go,Racing,unrated,nintendo,ASCII Entertainment,KID Corporation,0.9,1996
2672,SOCOM 4: U.S. Navy SEALs,socom-4-us-navy-seals,Shooter,M,playstation,Sony Computer Entertainment,Zipper Interactive,0.04,2011
2678,Hot Shots Tennis,hot-shots-tennis,Sports,E,playstation,Sony Computer Entertainment,Clap Hanz,0.55,2007
2680,Resistance: Retribution,resistance-retribution,Shooter,M,playstation,Sony Computer Entertainment,SCEA Bend Studio,0.05,2009
2681,Final Fantasy X / X-2 HD Remaster,final-fantasy-x,Role-Playing,T,playstation,Square Enix,Square Enix,0.07,2015
2682,Sonic Heroes,sonic-heroes,Platform,E,xbox,Sega,Sonic Team,0.01,2004
2684,Spider-Man 3,spider-man-3,Platform,T,playstation,Activision,Vicarious Visions,0.01,2007
2698,Castlevania: Circle of the Moon,castlevania-circle-of-the-moon,Platform,T,nintendo,Konami,KCEK,0.05,2001
2699,Pure,pure,Racing,E,playstation,Disney Interactive Studios,Black Rock Studio,0,2008
2700,Ni no Kuni II: Revenant Kingdom,ni-no-kuni-ii-revenant-kingdom,Role-Playing,T,playstation,Namco Bandai Games,Level 5,0.12,2018
2702,Classic NES Series: The Legend of Zelda,classic-nes-series-the-legend-of-zelda,Adventure,unrated,nintendo,Nintendo,Nintendo,0.24,2004
2703,Fire Emblem: The Sacred Stones,fire-emblem-the-sacred-stones,Strategy,E,nintendo,Nintendo,Intelligent Systems,0.3,2005
2704,Rhythm Heaven Fever,rhythm-heaven-fever,Music,E,nintendo,Nintendo,Nintendo / TNX,0.77,2012
2705,Pokemon Card GB2: GRdan Sanjou,pokemon-card-gb2-grdan-sanjou,Strategy,unrated,nintendo,Nintendo,Hudson Soft,0.89,2001
2707,God of War III Remastered,god-of-war-iii-remastered,Action,M,playstation,Sony Computer Entertainment,SCEA Santa Monica Studio,0.02,2015
2708,We Ski & Snowboard,we-ski-amp-snowboard,Sports,E,nintendo,Namco Bandai,Namco Bandai Games,0.15,2009
2711,Ace Combat 2,ace-combat-2,Simulation,T,playstation,Namco,Namco,0.56,1997
2712,Dissidia 012: Duodecim Final Fantasy,dissidia-012-duodecim-final-fantasy,Fighting,T,playstation,Square Enix,Square Enix,0.46,2011
2714,Resident Evil: Revelations,resident-evil-revelations,Action,M,nintendo,Capcom,Capcom,0.3,2012
2721,FIFA Soccer 09 All-Play,fifa-soccer-09-all-play,Sports,E,nintendo,Electronic Arts,EA Canada,0,2008
2722,Samba De Amigo,samba-de-amigo,Misc,E,nintendo,Sega,Gearbox Software,0.01,2008
2727,Seiken Densetsu 3,seiken-densetsu-3,Role-Playing,unrated,nintendo,Square,SquareSoft,0.89,1995
2728,Mega Man 8 Anniversary Collector's Edition,mega-man-8-anniversary-collectors-edition,Platform,E,playstation,Capcom,Capcom,0.09,1997
2730,F1 2010,f1-2010,Racing,E,xbox,Codemasters,Codemasters Birmingham,0.01,2010
2731,Call of Juarez: Bound in Blood,call-of-juarez-bound-in-blood,Shooter,M,playstation,Ubisoft,Techland,0.01,2009
2732,The Lord of the Rings: War in the North,the-lord-of-the-rings-war-in-the-north,Role-Playing,M,xbox,Warner Bros. Interactive,Snowblind Studios,0,2011
2733,Star Wars: The Force Unleashed,star-wars-the-force-unleashed,Action,T,other,LucasArts,n-Space,0,2008
2735,LittleBigPlanet Karting,littlebigplanet-karting,Racing,E,playstation,Sony Computer Entertainment,United Front Games,0.01,2012
2736,Monster 4x4: World Circuit,monster-4x4-world-circuit,Racing,E,nintendo,Ubisoft,Ubisoft Montreal,0.01,2006
2738,Sonic Chronicles: The Dark Brotherhood,sonic-chronicles-the-dark-brotherhood,Role-Playing,E,other,Sega,BioWare Corp.,0.01,2008
2744,WWE SmackDown vs. Raw 2011,wwe-smackdown-vs-raw-2011,Fighting,T,xbox,THQ,JAKKS Pacific,0,2010
2747,Metal Gear Ac!d,metal-gear-acd,Strategy,M,playstation,Konami,Konami,0.12,2005
2752,Tales of Xillia 2,tales-of-xillia-2,Misc,unrated,playstation,Namco Bandai Games,Unknown,0.45,2014
2754,Michael Jackson: The Experience,michael-jackson-the-experience,Misc,E10,xbox,Ubisoft,Ubisoft Montreal,0,2011
2755,Derby Stallion II,derby-stallion-ii,Sports,unrated,nintendo,ASCII Entertainment,ASCII Entertainment,0.87,1994
2757,Sleeping Dogs,sleeping-dogs,Action-Adventure,M,xbox,Square Enix,United Front Games,0.01,2012
2758,Kingdoms of Amalur: Reckoning,kingdoms-of-amalur-reckoning,Role-Playing,M,xbox,Electronic Arts,38 Studios,0.01,2012
2760,Need for Speed: V-Rally,need-for-speed-v-rally,Racing,E,playstation,Electronic Arts,Infogrames,0.09,1997
2762,Final Fantasy XIV Online,final-fantasy-xiv-online,MMO,T,playstation,Square Enix,Square Enix,0.28,2013
2763,Super Bomberman R,super-bomberman-r,Puzzle,E10,nintendo,Konami Digital Entertainment,HexaDrive,0.19,2017
2764,The Evil Within,the-evil-within,Misc,M,playstation,Bethesda Softworks,Tango Gameworks,0.13,2014
2766,Paper Mario: Color Splash,paper-mario-color-splash,Action-Adventure,E,nintendo,Nintendo,Intelligent Systems,0.08,2016
2770,Cooking Mama: World Kitchen,cooking-mama-world-kitchen,Simulation,E,nintendo,Majesco,Cooking Mama Limited,0.01,2008
2771,GRID,grid,Racing,E,xbox,Codemasters,Codemasters,0.01,2008
2773,Red Faction: Guerrilla,red-faction-guerrilla,Shooter,M,xbox,THQ,Volition Inc.,0.01,2009
2775,Mario Party: Star Rush,mario-party-star-rush,Party,E,nintendo,Nintendo,"Nd Cube Co., Ltd.",0.2,2016
2778,Brothers In Arms: Hell's Highway,brothers-in-arms-hells-highway,Shooter,M,xbox,Ubisoft,Gearbox Software,0,2008
2779,Vagrant Story,vagrant-story,Role-Playing,T,playstation,Square EA,SquareSoft,0.3,2000
2780,Warriors Orochi,warriors-orochi,Action,T,playstation,KOEI,Omega Force,0.64,2007
2781,Mercenaries 2: World in Flames,mercenaries-2-world-in-flames,Shooter,T,playstation,Electronic Arts,Pandemic Studios,0.02,2008
2786,Endless Ocean: Blue World,endless-ocean-blue-world,Simulation,E10,nintendo,Nintendo,Arika,0.12,2010
2789,Wii Fit U,wii-fit-u,Misc,E,nintendo,Nintendo,Nintendo,0.21,2014
2790,Final Fantasy X / X-2 HD Remaster,final-fantasy-x,Role-Playing,T,playstation,Square Enix,Square Enix,0.28,2014
2792,Tales of the Abyss,tales-of-the-abyss,Role-Playing,T,nintendo,Namco Bandai,Namco Tales Studio,0.15,2012
2794,Beijing 2008,beijing-2008,Sports,E,playstation,Sega,Eurocom Entertainment Software,0.01,2008
2795,Winning Eleven: Pro Evolution Soccer 2007,winning-eleven-pro-evolution-soccer-2007,Sports,E,playstation,Konami,Konami Computer Entertainment Tokyo,0.12,2007
2797,BioShock: The Collection,bioshock-the-collection,Shooter,M,playstation,2K Games,"Blind Squirrel Digital, Inc",0.03,2016
2807,Bayonetta 2,bayonetta-2,Action,M,nintendo,Nintendo,PlatinumGames,0.1,2014
2808,Gold's Gym: Dance Workout,golds-gym-dance-workout,Sports,E10,nintendo,Ubisoft,Land Ho!,0,2010
2809,Dynasty Warriors 4: Xtreme Legends,dynasty-warriors-4-xtreme-legends,Action,T,playstation,KOEI,Omega Force,0.51,2003
2815,Kingdoms of Amalur: Reckoning,kingdoms-of-amalur-reckoning,Role-Playing,unrated,playstation,Electronic Arts,38 Studios,0.09,2012
2816,Thief,thief,Action,M,playstation,Square Enix,Eidos Montreal,0.03,2014
2818,2010 FIFA World Cup South Africa,2010-fifa-world-cup-south-africa,Sports,E,xbox,EA Sports,EA Canada,0.02,2010
2821,Ninja Gaiden Sigma 2,ninja-gaiden-sigma-2,Action,M,playstation,Tecmo Koei,Team Ninja,0.08,2009
2822,Street Fighter Alpha 2,street-fighter-alpha-2,Fighting,T,playstation,Capcom,Capcom,0.57,1996
2825,Dragon Ball Z: Burst Limit,dragon-ball-z-burst-limit,Fighting,T,playstation,Atari,Dimps Corporation,0.18,2008
2826,Castlevania III: Dracula's Curse,castlevania-iii-draculas-curse,Platform,unrated,nintendo,Konami,Konami,0.37,1990
2827,Army of Two: The 40th Day,army-of-two-the-40th-day,Shooter,M,playstation,Electronic Arts,EA Montreal,0.01,2010
2829,The Legendary Starfy,the-legendary-starfy,Platform,E,other,Nintendo,TOSE Software,0.2,2009
2831,Farming Simulator 17,farming-simulator-17,Simulation,E,playstation,Focus Home Interactive,Giants Software,0.01,2016
2834,LEGO Jurassic World,lego-jurassic-world,Action,E10,nintendo,Warner Bros. Interactive Entertainment,TT Fusion,0.04,2015
2839,The House of the Dead: Overkill,the-house-of-the-dead-overkill,Shooter,M,nintendo,Sega,Headstrong Games,0.02,2009
2840,Street Fighter EX3,street-fighter-ex3,Fighting,T,playstation,Capcom,Arika,0.2,2000
2841,Darksiders II,darksiders-ii,Action-Adventure,M,playstation,THQ,Vigil Games,0.01,2012
2844,Sniper Elite V2,sniper-elite-v2,Shooter,M,xbox,505 Games,Rebellion Developments,0.02,2012
2845,Xenoblade Chronicles X,xenoblade-chronicles-x,Role-Playing,T,nintendo,Nintendo,Monolith Soft,0.15,2015
2846,NBA 2K10,nba-2k10,Sports,E,playstation,2K Sports,Visual Concepts,0.01,2009
2849,Skate 2,skate-2,Sports,T,playstation,Electronic Arts,EA Black Box,0.01,2009
2853,ZombiU,zombiu,Action,M,nintendo,Ubisoft,Ubisoft Montpellier,0.05,2012
2858,Rogue Galaxy,rogue-galaxy,Role-Playing,T,playstation,Sony Computer Entertainment,Level 5,0.39,2007
2859,Street Fighter X Tekken,street-fighter-x-tekken,Fighting,T,playstation,Capcom,Capcom,0.1,2012
2867,Forza Horizon 2,forza-horizon-2,Racing,E10,xbox,Microsoft Studios,Sumo Digital,0,2014
2872,Ace Combat 3: Electrosphere,ace-combat-3-electrosphere,Simulation,E,playstation,Namco,Namco,0.4,2000
2873,Time Crisis 4,time-crisis-4,Shooter,T,playstation,Namco Bandai,Bandai Namco Games,0.05,2007
2874,Dynasty Warriors 2,dynasty-warriors-2,Action,T,playstation,KOEI,Omega Force,0.34,2000
2878,Stranglehold,stranglehold,Shooter,M,xbox,Midway Games,Midway Games,0.01,2007
2879,Metal Gear Solid V: The Phantom Pain,metal-gear-solid-v-the-phantom-pain,Action,M,xbox,Konami Digital Entertainment,Kojima Productions,0.02,2015
2881,Dragon Age II,dragon-age-ii,Role-Playing,M,playstation,Electronic Arts,BioWare Corp.,0.05,2011
2884,FIFA Soccer World Championship,fifa-soccer-world-championship,Sports,unrated,playstation,EA Sports,EA Sports,0.28,2000
2885,Brute Force,brute-force,Shooter,M,xbox,Microsoft Game Studios,Digital Anvil,0.01,2003
2887,Sniper: Ghost Warrior,sniper-ghost-warrior,Shooter,M,playstation,City Interactive,City Interactive,0.04,2011
2889,Yu-Gi-Oh! Dark Duel Stories,yu-gi-oh-dark-duel-stories,Misc,E,nintendo,Konami,KCEJ,0.83,2002
2892,Mega Man Legends,mega-man-legends,Adventure,E,playstation,Capcom,Capcom,0.12,1998
2894,Dragon Ball: Raging Blast 2,dragon-ball-raging-blast-2,Fighting,T,playstation,Namco Bandai,Spike,0.11,2010
2899,Sid Meier's Civilization Revolution,sid-meiers-civilization-revolution,Strategy,E10,xbox,2K Games,Firaxis Games,0,2008
2903,Harvest Moon: Tree of Tranquility,harvest-moon-tree-of-tranquility,Simulation,E,nintendo,Natsume,Runtime,0.06,2008
2913,Clu Clu Land,clu-clu-land,Puzzle,unrated,nintendo,Nintendo,Nintendo R&D1,0.28,1985
2919,The Lord of the Rings: War in the North,the-lord-of-the-rings-war-in-the-north,Role-Playing,M,playstation,Warner Bros. Interactive,Snowblind Studios,0.01,2011
2920,Patapon,patapon,Platform,E,playstation,Sony Computer Entertainment,Pyramid/JAPAN Studio,0.07,2008
2921,The Crew 2,the-crew-2,Racing,T,playstation,Ubisoft,Ivory Tower,0.05,2018
2922,Pro Evolution Soccer 2016,pro-evolution-soccer-2016,Sports,E,playstation,Konami Digital Entertainment,PES Productions,0.14,2015
2923,The Walking Dead: A Telltale Games Series,the-walking-dead-a-telltale-games-series,Adventure,M,playstation,Telltale Games,Telltale Games,0.03,2012
2924,Shin Megami Tensei: Persona 4,shin-megami-tensei-persona-4,Role-Playing,M,playstation,Atlus,Atlus,0.36,2008
2926,Professor Layton vs Ace Attorney,professor-layton-vs-ace-attorney,Adventure,T,nintendo,Nintendo,Level 5,0.3,2014
2928,Dragon Quest III,dragon-quest-iii,Role-Playing,T,nintendo,Enix,TOSE,0.81,2001
2930,Kamaitachi no Yoru,kamaitachi-no-yoru,Adventure,unrated,nintendo,ChunSoft,ChunSoft,0.81,1994
2932,Yokai Watch 3: Sukiyaki,yokai-watch-3-sukiyaki,Role-Playing,unrated,nintendo,Nintendo,Level 5,0.81,2019
2933,Tales of Destiny II,tales-of-destiny-ii,Role-Playing,T,playstation,Namco,Telenet Japan / Wolfteam,0.66,2001
2934,Super Bomberman 2,super-bomberman-2,Puzzle,E,nintendo,Hudson Soft,Produce!,0.81,1994
2936,DmC Devil May Cry,dmc-devil-may-cry,Action,M,playstation,Capcom,Ninja Theory,0.19,2013
2938,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,jikkyou-powerful-pro-yakyuu-99-kaimakuban,Sports,unrated,playstation,Konami,Diamond Head,0.76,1999
2939,Valkyrie Profile,valkyrie-profile,Role-Playing,T,playstation,Enix,tri-Ace,0.63,2000
2940,Shaun White Snowboarding,shaun-white-snowboarding,Sports,T,xbox,Ubisoft,Ubisoft Montreal,0,2008
2941,Final Fantasy Type-0,final-fantasy-type-0,Role-Playing,RP,playstation,Unknown,Square Enix,0.81,2020
2947,Mega Man,mega-man,Platform,unrated,nintendo,Capcom,Capcom,0.27,1987
2948,Pro Evolution Soccer 2010,pro-evolution-soccer-2010,Sports,E,xbox,Konami,Konami,0.03,2009
2949,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,dragon-quest-heroes-the-worlds-tree-woe-and-the-blight-below,Action,T,playstation,Square Enix,Square Enix,0.39,2015
