rank,name,basename,genre,esrb_rating,platform,publisher,developer,jp_sales,year
19590,Kodawari Saihai Simulation: Ocha no Ma Pro Yakyuu DS,kodawari-saihai-simulation-ocha-no-ma-pro-yakyuu-ds,Sports,unrated,other,Now Production,Now Production,0.01,2009
19591,School Wars,school-wars,Misc,unrated,playstation,Quinrose,Unknown,0.01,2012
19594,Suigetsu Portable,suigetsu-portable,Adventure,unrated,playstation,GN Software,GN Software,0.01,2008
19595,Kawaii Koneko DS,kawaii-koneko-ds,Simulation,unrated,other,MTO,MTO,0.01,2008
19596,Castle of Shikigami III,castle-of-shikigami-iii,Shooter,unrated,xbox,Arc System Works,Alfa System,0.01,2007
19597,Flowers: Le volume sur hiver,flowers-le-volume-sur-hiver,Visual Novel,unrated,playstation,Prototype,Prototype,0.01,2018
19598,Kuroyukihime: Snow Black,kuroyukihime-snow-black,Misc,unrated,playstation,Quinrose,Unknown,0.01,2014
19605,Miracle Tunes! Game de Tune Up! Tabun!,miracle-tunes-game-de-tune-up-tabun,Misc,unrated,nintendo,FuRyu Corporation,FuRyu,0.01,2017
19609,Fukakutei Sekai no Tantei Shinshi: Akugyou Futaasa no Jiken File,fukakutei-sekai-no-tantei-shinshi-akugyou-futaasa-no-jiken-file,Adventure,unrated,playstation,Abel,Abel Software,0.01,2009
19610,Tom Clancy's Politika,tom-clancys-politika,Misc,unrated,playstation,Konami Digital Entertainment,Unknown,0.01,2013
19613,Machi-Ing Maker DS,machi-ing-maker-ds,Simulation,unrated,other,D3 Publisher,"Indi Software Co., Ltd.",0.01,2008
19615,Uchi no 3 Shimai DS 2: 3 Shimai no Dekake Daisakusen,uchi-no-3-shimai-ds-2-3-shimai-no-dekake-daisakusen,Misc,unrated,other,Culture Brain,Culture Brain,0.01,2009
19619,Simple DS Series Vol. 45: The Misshitsukara no Dasshutsu 2,simple-ds-series-vol-45-the-misshitsukara-no-dasshutsu-2,Adventure,unrated,other,D3 Publisher,Intense,0.01,2008
19621,Ochaken no Daibouken 2: Yume Ippai no Omocha Hako,ochaken-no-daibouken-2-yume-ippai-no-omocha-hako,Simulation,unrated,other,MTO,MTO,0.01,2008
19622,Chronostacia,chronostacia,Misc,unrated,playstation,Idea Factory,Unknown,0.01,2014
19624,Fushigi no Chronicle: Furikaerimasen Katsu Madewa,fushigi-no-chronicle-furikaerimasen-katsu-madewa,Action,unrated,playstation,Spike Chunsoft,Spike Chunsoft,0.01,2015
19627,Timepiece Ensemble,timepiece-ensemble,Adventure,unrated,playstation,Entergram,Unknown,0.01,2017
19631,"My World, My Way","my way""",Role-Playing,E,other,Atlus,Global A Entertainment,0.01,2009
19632,Nanairo Reincarnation,nanairo-reincarnation,Action,unrated,playstation,Silky`s,Unknown,0.01,2015
19634,Memories Off: AfterRain,memories-off-afterrain,Adventure,unrated,playstation,5pb,5pb. Games,0.01,2009
19638,Moujuutsukai to Oujisama: Flower & Snow,moujuutsukai-to-oujisama-flower-amp-snow,Action,unrated,playstation,Idea Factory,Unknown,0.01,2015
19639,Nintama Rantarou: Gakunen Taikousen Puzzle! no Dan,nintama-rantarou-gakunen-taikousen-puzzle-no-dan,Puzzle,unrated,other,Russel,Russel,0.01,2010
19642,Sakura Note: Imanitsu na Garu Mirai,sakura-note-imanitsu-na-garu-mirai,Adventure,unrated,other,Marvelous Interactive,Marvelous Interactive,0.01,2009
19644,Hoshiiro no Okurimono,hoshiiro-no-okurimono,Adventure,unrated,playstation,Takuyo,Takuyo,0.01,2007
19645,Kurayami no Hate de Kimi o Matsu,kurayami-no-hate-de-kimi-o-matsu,Adventure,unrated,other,D3 Publisher,D3 Publisher,0.01,2009
19646,MotorStorm Complete,motorstorm-complete,Racing,unrated,playstation,Sony Computer Entertainment,Evolution Studios,0.01,2008
19647,Final Approach 2: 1st Priority Portable,final-approach-2-1st-priority-portable,Adventure,unrated,playstation,Princess Soft,Princess Soft,0.01,2009
19651,Kokuga,kokuga,Misc,unrated,nintendo,G.Rev,Unknown,0.01,2012
19652,Mahjong * Dream C Club,mahjong-dream-c-club,Misc,unrated,xbox,D3Publisher,Unknown,0.01,2012
19654,Memories Off: Omoide ni Kawaru-Kun,memories-off-omoide-ni-kawaru-kun,Adventure,unrated,playstation,5pb,5pb. Games,0.01,2008
19655,Muv-Luv Alternative: Total Eclipse,muv-luv-alternative-total-eclipse,Misc,unrated,xbox,5pb,Unknown,0.01,2013
19657,Arcobaleno!,arcobaleno,Simulation,unrated,playstation,Idea Factory,Idea Factory,0.01,2009
19658,"Koori no Bohyou: Ichiryuuwa, 3-dome no Junan","3-dome no junan""",Strategy,unrated,playstation,Nippon Ichi Software,Nippon Ichi Software,0.01,2010
19659,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,moe-moe-2-ji-taisen-ryoku-deluxe,Adventure,unrated,playstation,System Soft,System Soft Alpha,0.01,2008
19660,Nanatama: Chronicle of Dungeon Maker,nanatama-chronicle-of-dungeon-maker,Role-Playing,unrated,playstation,Global A Entertainment,Global A Entertainment,0.01,2009
19662,Shonen Kininden Tsumuji,shonen-kininden-tsumuji,Adventure,unrated,other,Electronic Arts,Neuron Age,0.01,2010
19664,Nil Admirari no Tenbin: Irodori Nadeshiko,nil-admirari-no-tenbin-irodori-nadeshiko,Visual Novel,unrated,nintendo,Idea Factory,Idea Factory,0.01,2018
19666,Akagawa Jirou Mystery: Tsuki no Hikari,akagawa-jirou-mystery-tsuki-no-hikari,Adventure,unrated,other,Marvelous Interactive,Marvelous Interactive,0.01,2008
19667,Sengoku Hime 7: Sen'un Tsuranuku Guren no Ishi,sengoku-hime-7-senun-tsuranuku-guren-no-ishi,Visual Novel,unrated,playstation,System Soft Alpha,Gesen 18,0.01,2018
19668,Simple DS Series Vol. 47: The Suiri: Shinshou 2009,simple-ds-series-vol-47-the-suiri-shinshou-2009,Adventure,unrated,other,D3 Publisher,Tomcat System,0.01,2009
19670,Mini Yonkyu DS,mini-yonkyu-ds,Racing,unrated,other,Rocket Company,Rocket Company,0.01,2009
19671,Touch Detective Funghi Rhythm,touch-detective-funghi-rhythm,Action,unrated,nintendo,Success,Success,0.01,2014
19673,Oretachi no Sekai wa Shimatteiru,oretachi-no-sekai-wa-shimatteiru,Adventure,unrated,playstation,RED Entertainment,RED Entertainment,0.01,2017
19674,Shounen Sunday & Shounen Magazine: White Comic,shounen-sunday-amp-shounen-magazine-white-comic,Role-Playing,unrated,other,Konami,Konami,0.01,2009
19676,Game Book DS: Aquarian Age Perpetual Period,game-book-ds-aquarian-age-perpetual-period,Role-Playing,unrated,other,Broccoli,Broccoli,0.01,2010
19677,Majo'ou,majoou,Adventure,unrated,playstation,Quinrose,QuinRose,0.01,2014
19678,Pro Golfer Saru,pro-golfer-saru,Sports,unrated,nintendo,Namco Bandai,Eighting,0.01,2008
19679,Kimi no Hitomi ni Hit Me,kimi-no-hitomi-ni-hit-me,Visual Novel,unrated,playstation,Entergram,Giga,0.01,2018
19680,"Utatte Touch, Utouchi!!","utouchi""",Misc,unrated,other,Konami,Konami,0.01,2010
19682,Kidou Senshi Gundam Vol.3 -A Baoa Qu-,kidou-senshi-gundam-vol3-a-baoa-qu-,Strategy,unrated,nintendo,Bandai,Bandai,0.01,2002
19687,Heiligenstadt no Uta,heiligenstadt-no-uta,Adventure,unrated,playstation,Nippon Cultural Broadcasting eXtend,Nippon Cultural Broadcasting eXtend,0.01,2017
19688,Koibana Days,koibana-days,Misc,unrated,playstation,Idea Factory,Unknown,0.01,2013
19691,The Idolm@ster Twins,the-idolmster-twins,Misc,unrated,xbox,Namco Bandai,Namco Bandai Games,0.01,2009
19692,Zombie Shiki - Eigo Ryoku Sosei Jutsu: English of the Dead,zombie-shiki-eigo-ryoku-sosei-jutsu-english-of-the-dead,Misc,unrated,other,Sega,Sega,0.01,2008
19694,Oretachi ni Tsubasa wa Nai,oretachi-ni-tsubasa-wa-nai,Misc,unrated,playstation,5pb,Unknown,0.01,2014
19698,One Piece: Unlimited World Red Deluxe Edition,one-piece-unlimited-world-red-deluxe-edition,Action,T,playstation,Namco Bandai Games,Ganbarion,0.01,2017
19700,PW: Project Witch,pw-project-witch,Adventure,unrated,playstation,GungHo,GungHo Works,0.01,2009
19706,Re: Vice[d],re-viced,Adventure,unrated,playstation,Idea Factory,Design Factory,0.01,2014
19708,Gegege no Kitarou: Youkai Daiundoukai,gegege-no-kitarou-youkai-daiundoukai,Action,unrated,nintendo,Bandai,Bandai,0.01,2007
19710,Kunio-kun: The World Classics Collection,kunio-kun-the-world-classics-collection,Misc,unrated,nintendo,Arc System Works,"Million Co., Ltd.",0.01,2018
19712,Like Life Every Hour,like-life-every-hour,Adventure,unrated,playstation,GN Software,GN Software,0.01,2009
19713,Dungeon Maker II: The Hidden War (JP sales),dungeon-maker-ii-the-hidden-war-jp-sales,Role-Playing,E10,playstation,UFO Interactive,Global A Entertainment,0.01,2008
19714,Kouekizaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai: Kanken Training,kouekizaidan-houjin-nihon-kanji-nouryoku-kentei-kyoukai-kanken-training,Misc,unrated,nintendo,Rocket Company,Rocket Company,0.01,2014
19717,Iwaihime: Matsuri,iwaihime-matsuri,Adventure,unrated,playstation,Nippon Ichi Software,Nippon Ichi Software,0.01,2017
19721,Hyper Light Drifter,hyper-light-drifter,Role-Playing,unrated,playstation,Rebellion Games,Rebellion Games,0.01,2016
