rank,name,basename,genre,esrb_rating,platform,publisher,developer,na_sales,year
12503,NatGeo Challenge! Wild Life,natgeo-challenge-wild-life,Misc,E,other,D3 Publisher,Gusto Games,0.05,2010
12504,System Flaw,system-flaw,Shooter,E,other,Storm City Games,Visual Impact,0.09,2009
12506,SpongeBob: HeroPants,spongebob-heropants,Action-Adventure,E,xbox,Activision,Behaviour Interactive,0.09,2015
12507,Rapala Pro Bass Fishing 2010,rapala-pro-bass-fishing-2010,Sports,E,other,Activision,Activision,0.09,2010
12509,Universal Studios Theme Parks Adventure,universal-studios-theme-parks-adventure,Misc,T,nintendo,Kemco,Kemco,0.08,2001
12512,Just Dance 2018,just-dance-2018,Music,E10,xbox,Ubisoft,Ubisoft Paris,0.06,2017
12513,Piglet's Big Game,piglets-big-game,Platform,E,other,Gotham Games,Doki Denki,0.05,2003
12514,Ben 10 Galactic Racing,ben-10-galactic-racing,Racing,E,xbox,D3 Publisher,Monkey Bar Games,0.07,2011
12515,Mystery Stories: Curse of the Ancient Spirits,mystery-stories-curse-of-the-ancient-spirits,Adventure,E10,other,Unknown,Avanquest Software,0.05,2011
12516,MySims SkyHeroes,mysims-skyheroes,Action,E10,xbox,Electronic Arts,The Sims Studio,0.09,2010
12518,Cate West: The Vanishing Files,cate-west-the-vanishing-files,Adventure,E10,other,Destineer,Magellan Interactive,0.08,2008
12520,The BIGS 2,the-bigs-2,Sports,E10,other,2K Sports,Blue Castle Games,0.09,2009
12521,Rocky: Legends,rocky-legends,Sports,T,xbox,Ubisoft,Venom Games,0.07,2004
12524,NeverDead,neverdead,Shooter,M,xbox,Konami,Rebellion Developments,0.06,2012
12527,Star Trek: Shattered Universe,star-trek-shattered-universe,Simulation,E,other,TDK Mediactive,Starsphere Interactive,0.05,2004
12528,Who Wants to Be A Millionaire?,who-wants-to-be-a-millionaire,Misc,E10,xbox,Ubisoft,Ubisoft,0.09,2011
12529,Fantasia: Music Evolved,fantasia-music-evolved,Music,E10,xbox,Disney Interactive Studios,Harmonix Music Systems,0.08,2014
12530,Pajama Sam: Don't Fear the Dark,pajama-sam-dont-fear-the-dark,Adventure,E,nintendo,Majesco,Mistic Studios,0.09,2008
12531,The Land Before Time: Great Valley Racing Adventure,the-land-before-time-great-valley-racing-adventure,Racing,E,other,TDK Mediactive,Vision Scape,0.05,2001
12532,The Walking Dead: Season Two,the-walking-dead-season-two,Adventure,M,xbox,Telltale Games,Telltale Games,0.04,2014
12533,King of Clubs: Mini Golf,king-of-clubs-mini-golf,Sports,E,nintendo,Crave Entertainment,Oxygen Interactive,0.09,2008
12535,Let's Sing 2016,lets-sing-2016,Music,T,other,Ravenscourt,Voxler,0.08,2015
12536,Disney Sing It! High School Musical 3: Senior Year,disney-sing-it-high-school-musical-3-senior-year,Misc,E,xbox,Disney Interactive Studios,Zoe Mode,0.09,2009
12537,The Smurfs 2,the-smurfs-2,Platform,E,nintendo,Ubisoft,Way Forward,0.05,2013
12538,MTX Mototrax,mtx-mototrax,Racing,E,xbox,Activision,Left Field Productions,0.07,2004
12539,Blast Chamber,blast-chamber,Shooter,T,other,Activision,Attention To Detail,0.05,1996
12540,Championship Pony,championship-pony,Simulation,E,other,"Destination Software, Inc",Unknown,0.09,2008
12541,EyeToy: Operation Spy,eyetoy-operation-spy,Action,E,other,Sony Computer Entertainment,SCEE London Studio,0.05,2005
12542,Petz Hamsterz Superstarz,petz-hamsterz-superstarz,Simulation,E,other,Ubisoft,Ubisoft,0.09,2009
12543,Sega Genesis Classics,sega-genesis-classics,Misc,T,xbox,Sega,Sega,0.06,2018
12544,MotoGP 07,motogp-07,Racing,E,other,Capcom,Milestone S.r.l.,0.05,2007
12545,Escape Dead Island,escape-dead-island,Action,M,other,Deep Silver,Fatshark,0.05,2014
12548,Harvest Moon: Frantic Farming,harvest-moon-frantic-farming,Puzzle,E,other,Natsume,Natsume,0.08,2009
12550,Resident Evil 4,resident-evil-4,Action-Adventure,M,other,Capcom,Capcom,0.07,2016
12551,The Secret Saturdays: Beasts of the 5th Sun,the-secret-saturdays-beasts-of-the-5th-sun,Action,E10,nintendo,D3 Publisher,High Voltage Software,0.09,2009
12553,Resident Evil: Revelations 2,resident-evil-revelations-2,Action,M,xbox,Capcom,Capcom,0.07,2015
12554,Star Wars: Lethal Alliance,star-wars-lethal-alliance,Action,E10,other,Ubisoft,Ubisoft Casablanca,0.08,2006
12555,Dead or Alive 5 Last Round,dead-or-alive-5-last-round,Fighting,M,xbox,Tecmo Koei,Team Ninja,0.05,2015
12556,Tornado Outbreak,tornado-outbreak,Action,E10,nintendo,Konami,Loose Cannon Studios,0.09,2009
12557,Blue Dragon: Awakened Shadow,blue-dragon-awakened-shadow,Role-Playing,E10,other,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,0.06,2010
12559,Happy Feet Two,happy-feet-two,Adventure,E,xbox,Warner Bros. Interactive,KMM Games,0.08,2011
12560,iCarly 2: iJoin The Click!,icarly-2-ijoin-the-click,Adventure,E,nintendo,Activision,Blitz Games,0.08,2010
12561,Reign of Fire,reign-of-fire,Shooter,M,xbox,BAM! Entertainment,Kuju Entertainment,0.07,2002
12562,Pro Evolution Soccer 2017,pro-evolution-soccer-2017,Sports,E,xbox,Konami Digital Entertainment,PES Productions,0.05,2016
12563,Descent Maximum,descent-maximum,Shooter,T,other,Interplay,Parallax Software,0.05,1997
12564,Cartoon Network: Punch Time Explosion,cartoon-network-punch-time-explosion,Fighting,E10,nintendo,Crave Entertainment,Papaya Studios,0.07,2011
12567,Digimon World DS,digimon-world-ds,Role-Playing,E10,other,Namco Bandai,Namco Bandai Games America,0.09,2006
12568,Dora's Cooking Club,doras-cooking-club,Misc,E,other,2K Play,2K Play,0.08,2010
12571,Hakuoki: Demon of the Fleeting Blossom,hakuoki-demon-of-the-fleeting-blossom,Adventure,unrated,other,Aksys Games,Idea Factory,0.08,2012
12572,Shadow Tower,shadow-tower,Role-Playing,T,other,Agetec,From Software,0.01,1999
12573,Horse Life Adventures,horse-life-adventures,Simulation,E,other,Valcon Games,NEKO Entertainment Yullaby,0.08,2009
12575,Utawarerumono: Mask of Truth,utawarerumono-mask-of-truth,Visual Novel,M,other,Atlus,Aqua Plus,0.01,2017
12576,CSI: Hard Evidence,csi-hard-evidence,Adventure,M,xbox,Ubisoft,Telltale Games,0.07,2007
12577,Watchmen: The End is Nigh Part 1 & 2,watchmen-the-end-is-nigh-part-1-amp-2,Action,M,xbox,Warner Bros. Interactive,Deadline Games,0.09,2009
12579,Resident Evil: Origins Collection,resident-evil-origins-collection,Action-Adventure,M,xbox,Capcom,Capcom,0.07,2016
12580,Ford Racing 3,ford-racing-3,Racing,E,other,Empire Interactive,Visual Impact,0.09,2005
12582,Ice Age 2: The Meltdown,ice-age-2-the-meltdown,Platform,E10,xbox,Vivendi Games,Eurocom Entertainment Software,0.07,2006
12583,Guilty Gear Isuka,guilty-gear-isuka,Fighting,T,other,Sammy Corporation,Arc System Works,0.05,2004
12584,Shadow Master,shadow-master,Adventure,T,other,Sony Computer Entertainment,Hammerhead,0.05,1997
12585,Global Touring Challenge: Africa,global-touring-challenge-africa,Racing,E,other,Majesco,Rage Software,0.05,2002
12586,Man vs. Wild,man-vs-wild,Adventure,T,xbox,Crave Entertainment,Scientifically Proven,0.09,2011
12587,Sword Art Online: Fatal Bullet,sword-art-online-fatal-bullet,Role-Playing,T,xbox,Namco Bandai Games,Dimps Corporation,0.09,2018
12589,Young Justice: Legacy,young-justice-legacy,Action,T,other,Warner Bros. Interactive Entertainment,Freedom Factory Studios,0.06,2013
12591,The Legend of Heroes: Trails in the Sky,the-legend-of-heroes-trails-in-the-sky,Role-Playing,T,other,Xseed Games,Nihon Falcom Corporation,0.06,2011
12592,Shantae and the Pirate's Curse,shantae-and-the-pirates-curse,Platform,E10,nintendo,WayForward Technologies,WayForward Technologies,0.05,2016
12593,Heatseeker,heatseeker,Simulation,T,nintendo,Codemasters,IR Gurus,0.08,2007
12594,MotoGP 2,motogp-2,Racing,E,xbox,THQ,Climax Group,0.07,2003
12596,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,ultimate-muscle-the-kinnikuman-legacy-the-path-of-the-superhero,Fighting,T,nintendo,Bandai,Banpresto,0.05,2003
12597,Emergency 2012,emergency-2012,Simulation,T,pc,THQ,Quadriga Games,0.04,2011
12598,PAC-MAN and the Ghostly Adventures,pac-man-and-the-ghostly-adventures,Platform,E10,nintendo,Namco Bandai Games,Inti Creates,0.05,2013
12599,National Geographic Challenge!,national-geographic-challenge,Misc,E,nintendo,Ignition Entertainment,Gusto Games,0.07,2011
12600,Power Stone Collection,power-stone-collection,Action,T,other,Capcom,Capcom,0.08,2006
12601,Deracine,deracine,Adventure,T,other,Sony Interactive Entertainment,From Software,0.07,2018
12602,Ninja Reflex,ninja-reflex,Action,E10,other,Electronic Arts,Sanzaru Games,0.09,2008
12603,Squinkies 2: Adventure Mall Surprize!,squinkies-2-adventure-mall-surprize,Platform,E,other,Activision,Activision,0.09,2011
12604,Paws & Claws: Pet Vet,paws-amp-claws-pet-vet,Simulation,E,nintendo,THQ,ValuSoft,0.09,2009
12605,Hyperdimension Idol Neptunia PP,hyperdimension-idol-neptunia-pp,Simulation,T,other,Namco Bandai Games,Idea Factory,0.02,2014
12608,NASCAR,nascar,Racing,E,other,EA Sports,EA Tiburon,0.09,2006
12610,Darkest of Days,darkest-of-days,Shooter,M,xbox,Phantom EFX,8MonkeyLabs,0.09,2009
12612,Castlevania Double Pack,castlevania-double-pack,Platform,T,nintendo,Konami,KCET,0.07,2006
12613,Skylanders: Spyro's Adventure,skylanders-spyros-adventure,Action,E10,pc,Activision,Toys for Bob,0.05,2011
12614,Ballistic: Ecks vs. Sever,ballistic-ecks-vs-sever,Shooter,T,nintendo,BAM! Entertainment,Crawfish Interactive,0.07,2002
12615,"Blast Works: Build, Trade, Destroy",trade,Shooter,E,nintendo,Majesco,BudCat Creations,0.09,2008
12616,Touch Detective,touch-detective,Adventure,E10,other,Atlus,"BeeWorks Co., Ltd.",0.06,2006
12617,Alvin and the Chipmunks: The Squeakquel,alvin-and-the-chipmunks-the-squeakquel,Misc,E,nintendo,Majesco,ImaginEngine,0.09,2009
12619,Steel Battalion,steel-battalion,Simulation,T,xbox,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",0.05,2002
12623,Rio,rio,Misc,E10,xbox,THQ,TBA,0.05,2011
12626,SNK vs. Capcom Card Fighters DS,snk-vs-capcom-card-fighters-ds,Strategy,T,other,SNK Playmore,SNK Playmore Corporation,0.09,2007
12627,MX SuperFly featuring Ricky Carmichael,mx-superfly-featuring-ricky-carmichael,Racing,E,xbox,THQ,Pacific Coast Power & Light,0.07,2002
12629,Medal of Honor: Vanguard,medal-of-honor-vanguard,Shooter,T,nintendo,Electronic Arts,EA Los Angeles,0.06,2007
12630,Yooka-Laylee,yooka-laylee,Platform,E10,xbox,Sold Out,Playtonic Games,0.05,2017
12631,Real Farm,real-farm,Simulation,E,xbox,Soedesco,Triangle Studios,0.08,2017
12632,Supremacy MMA,supremacy-mma,Fighting,M,other,505 Games,Kung Fu Factory,0.02,2012
12633,MindJack,mindjack,Shooter,M,xbox,Square Enix,FeelPlus,0.07,2011
12634,Imagine: Reporter,imagine-reporter,Simulation,E,other,Ubisoft,Visual Impact,0.08,2010
12635,Code Lyoko: Quest for Infinity,code-lyoko-quest-for-infinity,Action,E10,nintendo,Game Factory,Neko Entertainment,0.07,2007
12636,Minority Report: Everybody Runs,minority-report-everybody-runs,Action,T,xbox,Activision,Treyarch,0.07,2002
12638,Slime Rancher,slime-rancher,Simulation,E10,xbox,Skybound Games,Monomi Park,0.08,2018
12639,thinkSMART,thinksmart,Misc,E,other,Conspiracy Entertainment,Conspiracy Entertainment,0.09,2010
12640,Disney Planes Fire & Rescue,disney-planes-fire-amp-rescue,Action,E,nintendo,Disney Interactive Studios,Little Orbit,0.01,2014
12641,Lost Dimension,lost-dimension,Role-Playing,T,other,Atlus,Lancarse,0.04,2015
12642,Kung Fu Panda 2,kung-fu-panda-2,Action,E10,other,THQ,THQ,0.04,2011
12643,Shox,shox,Racing,E,other,Electronic Arts,Electronic Arts,0.05,2002
12644,Glory Days 2,glory-days-2,Strategy,E10,other,Secret Stash Games,Odenis Studio,0.08,2007
12645,Nights of Azure 2,nights-of-azure-2,Action,T,other,Tecmo Koei,Gust,0.04,2017
12646,The Technomancer,the-technomancer,Role-Playing,M,other,Focus Home Interactive,Spiders,0.04,2016
12648,Playboy: The Mansion,playboy-the-mansion,Simulation,M,xbox,ARUSH Entertainment,Cyberlore Studios,0.07,2005
12650,Disney's Aladdin in Nasira's Revenge,disneys-aladdin-in-nasiras-revenge,Action,E,other,Sony Computer Entertainment,Argonaut Games,0.05,2001
12651,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,seaworld-adventure-parks-shamus-deep-sea-adventure,Adventure,E,nintendo,Activision,MagicWand,0.07,2005
12653,Summon Night 6: Lost Borders,summon-night-6-lost-borders,Role-Playing,T,other,Gaijinworks,Media.Vision,0.02,2017
12656,Family Party: 30 Great Games,family-party-30-great-games,Misc,E,nintendo,D3 Publisher,Tamsoft Corporation,0.08,2008
12657,Nickelodeon Kart Racers,nickelodeon-kart-racers,Racing,E,xbox,GameMill Entertainment,Solutions 2 Go,0.08,2018
12658,Whacked!,whacked,Party,T,xbox,Microsoft Game Studios,Presto Studios,0.07,2002
12659,Barnyard,barnyard,Action,E10,other,THQ,Blue Tongue,0.05,2006
12660,Field & Stream: Total Outdoorsman Challenge,field-amp-stream-total-outdoorsman-challenge,Sports,T,xbox,505 Games,Beast Studios S.r.l.,0.09,2010
12661,Teenage Mutant Ninja Turtles: Mutants in Manhattan,teenage-mutant-ninja-turtles-mutants-in-manhattan,Action,T,xbox,Activision,PlatinumGames,0.03,2016
12662,F.E.A.R. 2: Project Origin,fear-2-project-origin,Shooter,M,pc,Warner Bros. Interactive,Monolith Productions,0.04,2009
12663,Pac-Man World 3,pac-man-world-3,Platform,E,nintendo,Namco,Blitz Games,0.07,2005
12664,Galactic Taz Ball,galactic-taz-ball,Platform,E,other,Warner Bros. Interactive,WayForward Technologies,0.09,2010
12665,Rocky,rocky,Fighting,T,nintendo,Ubisoft,Steel Monkeys,0.07,2002
12666,Crash 'N' Burn,crash-n-burn,Racing,T,xbox,Eidos Interactive,Climax Group,0.07,2004
12667,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,johnny-bravo-in-the-hukka-mega-mighty-ultra-extreme-date-o-rama,Action,E10,other,Mumbo Jumbo,EM Studios Limited,0.09,2009
12668,We Happy Few,we-happy-few,Action-Adventure,M,xbox,Gearbox Software,Compulsion Games,0.07,2018
12669,Duke Nukem 3D: 20th Anniversary World Tour,duke-nukem-3d-20th-anniversary-world-tour,Shooter,M,xbox,Gearbox Software,Gearbox Software,0.08,2016
12670,NFL Blitz 20-02,nfl-blitz-20-02,Sports,E,xbox,Midway Games,Point of View,0.07,2002
12672,Robots,robots,Action,E,xbox,VU Games,Eurocom Entertainment Software,0.07,2005
12673,Little League World Series Baseball 2008,little-league-world-series-baseball-2008,Sports,E,nintendo,Activision,Now Production,0.09,2008
12674,Speed Kings,speed-kings,Racing,E,other,Acclaim Entertainment,Climax Entertainment,0.05,2003
12675,Populous DS,populous-ds,Strategy,E10,other,Xseed Games,Genki,0.07,2008
12676,Raven Squad: Operation Hidden Dagger,raven-squad-operation-hidden-dagger,Shooter,T,xbox,Evolved Games,Atomic Motion,0.08,2009
12678,Winter Stars,winter-stars,Sports,E,xbox,Deep Silver,49Games,0.05,2011
12681,The Story of Noah's Ark,the-story-of-noahs-ark,Action,E,other,SouthPeak Interactive,Razorback Developments,0.09,2010
12683,Populous: The Beginning,populous-the-beginning,Strategy,T,other,Electronic Arts,Bullfrog Productions,0.05,1999
12684,Dungeons,dungeons,Strategy,M,pc,Kalypso,Kalypso Media,0.07,2011
12685,Chess,chess,Strategy,E,other,Agetec,Success,0.05,2001
12686,The Legend of Heroes: A Tear of Vermillion,the-legend-of-heroes-a-tear-of-vermillion,Role-Playing,T,other,Bandai,Microvision,0.08,2005
12687,Rosco McQueen: Firefighter Extreme,rosco-mcqueen-firefighter-extreme,Action,E,other,Psygnosis,Slippery Snake Studios,0.05,1998
12688,Bladestorm: The Hundred Years' War,bladestorm-the-hundred-years-war,Action,T,xbox,KOEI,Omega Force,0.08,2007
12690,Arcania: Gothic 4,arcania-gothic-4,Role-Playing,T,xbox,JoWood Productions,Spellbound Entertainment AG,0.04,2010
12691,Forever Kingdom,forever-kingdom,Role-Playing,T,other,Agetec,From Software,0.02,2002
12692,The Smurfs 2,the-smurfs-2,Platform,E,other,Ubisoft,Way Forward,0.02,2013
12693,Blitz: Overtime,blitz-overtime,Sports,M,other,Midway Games,Midway Games,0.09,2006
12694,Altered Beast: Guardian of the Realms,altered-beast-guardian-of-the-realms,Action,T,nintendo,THQ,3d6 Games,0.07,2002
12695,Shining Tears,shining-tears,Role-Playing,T,other,Sega,Amusement Vision,0.05,2005
12696,MotoGP,motogp,Racing,E,xbox,THQ,Climax Group,0.07,2002
12697,Scaler,scaler,Platform,E,other,Global Star Software,Artificial Mind & Movement,0.05,2004
12698,Big League Sports: Summer,big-league-sports-summer,Sports,E,nintendo,Activision,Koolhaus Games,0.09,2009
12699,Gradius V,gradius-v,Shooter,T,other,Konami,"Treasure Co., Ltd.",0.05,2004
12700,X-COM: UFO Defense,x-com-ufo-defense,Strategy,E,other,Microprose,MicroProse,0.05,1995
12701,Nights of Azure,nights-of-azure,Action,T,other,Tecmo Koei,Gust,0.04,2016
12702,Championship Foosball,championship-foosball,Sports,E,nintendo,505 Games,Del,0.09,2008
12704,MLB SlugFest 20-04,mlb-slugfest-20-04,Sports,E,xbox,Midway Games,Criterion Games,0.07,2003
12705,Wordmaster,wordmaster,Strategy,E,other,"Destination Software, Inc",NA,0.09,2008
12706,Barbie and the Magic of Pegasus,barbie-and-the-magic-of-pegasus,Action,E,nintendo,Vivendi Games,VU Games,0.07,2005
12707,Rygar: The Battle of Argus,rygar-the-battle-of-argus,Action,T,nintendo,Tecmo,Tecmo,0.09,2009
12708,Backyard Sports: Sandlot Sluggers,backyard-sports-sandlot-sluggers,Sports,E,xbox,Atari,Atari Games,0.09,2010
12710,Retro Game Challenge (US sales),retro-game-challenge-us-sales,Action,E,other,Xseed Games,Bandai Namco Games,0.09,2009
12712,Atari Classics Evolved,atari-classics-evolved,Misc,E,other,Atari,Stainless Games,0.08,2007
12714,Harvest Moon: Skytree Village,harvest-moon-skytree-village,Simulation,unrated,nintendo,Natsume,Natsume,0.06,2016
12715,Psychonauts,psychonauts,Platform,T,other,Majesco,Double Fine Productions,0.05,2005
12718,ESPN NBA 2Night,espn-nba-2night,Sports,E,other,Konami,Konami Computer Entertainment Osaka,0.05,2001
12720,Ford Mustang: The Legend Lives,ford-mustang-the-legend-lives,Racing,E,xbox,2K Games,Eutechnyx,0.07,2005
12721,Freekstyle,freekstyle,Racing,E,nintendo,EA Sports BIG,Page 44 Studios,0.07,2002
12722,Monopoly Collection,monopoly-collection,Misc,E,nintendo,Electronic Arts,Electronic Arts,0.02,2011
12724,Digimon Rumble Arena 2,digimon-rumble-arena-2,Fighting,T,other,Bandai,Black Ship Games,0.05,2004
12725,Dora the Explorer: Dora Saves the Crystal Kingdom,dora-the-explorer-dora-saves-the-crystal-kingdom,Misc,E,other,2K Play,Take-Two Interactive,0.05,2009
12726,Dance on Broadway,dance-on-broadway,Misc,E10,other,Ubisoft,Longtail Studios,0.05,2011
12727,Learn Chess,learn-chess,Misc,E,other,DreamCatcher Interactive,Dreamcatcher,0.09,2009
12728,Shockwave Assault,shockwave-assault,Simulation,E,other,Crystal Dynamics,Paradox Development,0.05,1995
12729,Red Faction: Guerrilla Re-Mars-tered,red-faction-guerrilla-re-mars-tered,Shooter,unrated,other,THQ Nordic,Volition,0.04,2018
12730,Nobunaga's Ambition: Sphere of Influence - Ascension,nobunagas-ambition-sphere-of-influence-ascension,Strategy,T,other,Tecmo Koei,Koei Tecmo Games,0.03,2016
12731,Ribbit King,ribbit-king,Sports,E,other,Bandai,Bandai,0.05,2004
12732,Scooby-Doo! Who's Watching Who?,scooby-doo-whos-watching-who,Adventure,E,other,THQ,THQ,0.08,2006
12733,Space Invaders Extreme,space-invaders-extreme,Shooter,E,other,Square Enix,"GULTI co.,ltd.",0.06,2008
12734,Alien Hominid,alien-hominid,Shooter,T,nintendo,O3 Entertainment,The Behemoth,0.07,2004
12735,World Championship Poker 2: Featuring Howard Lederer,world-championship-poker-2-featuring-howard-lederer,Misc,T,xbox,Crave Entertainment,Point of View,0.07,2005
12736,Ultimate Mortal Kombat,ultimate-mortal-kombat,Fighting,M,other,Midway Games,Other Ocean Interactive,0.07,2007
12737,Rapala Pro Bass Fishing 2010,rapala-pro-bass-fishing-2010,Sports,E,other,Activision,FUN Labs,0.08,2010
12739,Snood 2: On Vacation,snood-2-on-vacation,Puzzle,E,other,DSI Games,Gravity-I,0.09,2005
12740,Carnival Games: Wild West 3D,carnival-games-wild-west-3d,Party,E10,nintendo,2K Play,Cat Daddy Games,0.06,2011
12741,Ninja Gaiden Black,ninja-gaiden-black,Action,M,xbox,Tecmo,Team Ninja,0.07,2005
12742,Bogey: Dead 6,bogey-dead-6,Simulation,E,other,Sony Computer Entertainment,Pegasus Japan,0.05,1996
12744,NCAA March Madness 08,ncaa-march-madness-08,Sports,E,other,EA Sports,EA Canada,0.08,2007
12747,InuYasha: Secret of the Divine Jewel,inuyasha-secret-of-the-divine-jewel,Role-Playing,E10,other,Namco Bandai,Art,0.09,2007
12748,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),yu-gi-oh-gx-the-beginning-of-destiny-us-sales,Strategy,E,other,Konami,Konami,0.05,2008
12750,I Love Puppies,i-love-puppies,Simulation,E,other,Destineer,LvivMedia,0.09,2010
12752,Driver: Renegade,driver-renegade,Racing,M,nintendo,Ubisoft,Ubisoft,0.05,2011
12753,Trivial Pursuit unhinged,trivial-pursuit-unhinged,Misc,T,xbox,Atari,Artech Studios,0.07,2004
12754,Beowulf: The Game,beowulf-the-game,Action,M,other,Ubisoft,Ubisoft,0.08,2007
12755,Green Lantern: Rise of the Manhunters,green-lantern-rise-of-the-manhunters,Action,E10,nintendo,Warner Bros. Interactive,Griptonite Games,0.05,2011
12756,Truth or Lies,truth-or-lies,Misc,T,other,THQ,Big Ant Studios,0.06,2010
12757,The Revenge of Shinobi,the-revenge-of-shinobi,Platform,E,nintendo,THQ,3d6 Games,0.07,2002
12758,Samurai Shodown Anthology,samurai-shodown-anthology,Fighting,T,other,SNK Playmore,SNK Playmore Corporation,0.08,2009
12759,Mind Quiz,mind-quiz,Action,E,other,Ubisoft,Sega,0.08,2006
12760,Bloody Roar 4,bloody-roar-4,Fighting,M,other,Hudson Soft,Eighting/Raizing,0.05,2003
12761,Let's Ride! Silver Buckle Stables,lets-ride-silver-buckle-stables,Sports,E,other,THQ,Coresoft,0.05,2006
12762,Cabela's Big Game Hunter,cabelas-big-game-hunter,Sports,T,nintendo,10TACLE Studios,ImageBuilder Software,0.07,2002
12763,I-Ninja,i-ninja,Platform,T,nintendo,Namco,Argonaut Games,0.07,2003
12764,Earth Defense Force 2: Invaders from Planet Space,earth-defense-force-2-invaders-from-planet-space,Action,T,other,Xseed Games,Sandlot,0.04,2015
12766,Alvin and the Chipmunks: Chipwrecked,alvin-and-the-chipmunks-chipwrecked,Misc,E10,nintendo,Majesco,Behaviour Interactive,0.07,2011
12767,Dragon Tales: Dragon Seek,dragon-tales-dragon-seek,Platform,E,other,NewKidCo,Zed Two Limited,0.05,2000
12768,Age of Empires II: The Age of Kings,age-of-empires-ii-the-age-of-kings,Strategy,T,pc,Microsoft,Ensemble Studios,0.01,1999
12770,Yourself Fitness,yourself-fitness,Sports,E,xbox,responDESIGN,"responDESIGN, Inc.",0.07,2004
12771,Tak: The Great Juju Challenge,tak-the-great-juju-challenge,Platform,E,other,THQ,Avalanche Software,0.09,2005
12772,Jimmie Johnson's Anything With an Engine,jimmie-johnsons-anything-with-an-engine,Racing,E10,xbox,Konami,Isopod Labs,0.08,2011
12773,Generator Rex: Agent of Providence,generator-rex-agent-of-providence,Action,E10,nintendo,Activision,Virtuos,0.07,2011
12774,Angry Birds: Star Wars,angry-birds-star-wars,Puzzle,E,other,Activision,Exient Entertainment,0.03,2013
12776,Yaiba: Ninja Gaiden Z,yaiba-ninja-gaiden-z,Misc,unrated,other,Tecmo Koei,Unknown,0.05,2014
12777,Halo 2,halo-2,Shooter,M,pc,Microsoft Game Studios,Hired Gun,0.01,2007
12778,NHL 2K8,nhl-2k8,Sports,E10,other,2K Sports,Kush Games,0.08,2007
12779,MotoGP 14,motogp-14,Racing,E,xbox,Namco Bandai Games,Milestone S.r.l.,0.05,2014
12781,Return Fire,return-fire,Strategy,E,other,Time Warner Interactive,Silent Software Inc.,0.05,1996
12782,Wild ARMs: Alter Code F,wild-arms-alter-code-f,Role-Playing,T,other,Agetec,Media.Vision,0.05,2005
12783,Bomberman Max 2: Blue Advance,bomberman-max-2-blue-advance,Puzzle,E,nintendo,Majesco,Hudson Soft,0.07,2002
12785,Castlevania: Lords of Shadow 2,castlevania-lords-of-shadow-2,Action-Adventure,M,xbox,Konami Digital Entertainment,Mercury Steam,0.02,2014
12786,Digimon All-Star Rumble,digimon-all-star-rumble,Fighting,unrated,other,Namco Bandai Games,PROPE,0.06,2014
12788,Kawasaki Quad Bikes,kawasaki-quad-bikes,Racing,E,nintendo,Destineer,Data Design Interactive,0.07,2007
12789,Alien Monster Bowling League,alien-monster-bowling-league,Sports,E10,nintendo,Destineer,Perpetual FX Creative,0.09,2009
12790,Ben 10 Galactic Racing,ben-10-galactic-racing,Racing,E,other,D3 Publisher,Monkey Bar Games,0.06,2011
12791,Shrek SuperSlam,shrek-superslam,Action,E10,xbox,Activision,Shaba Games,0.07,2005
12793,Mimana Iyar Chronicle,mimana-iyar-chronicle,Role-Playing,T,other,Aksys Games,"Kogado Studio, Inc.",0.07,2010
12795,New Legends,new-legends,Action,T,xbox,THQ,Infinite Machine,0.07,2002
12796,Raiden Fighters Aces,raiden-fighters-aces,Shooter,E10,xbox,Valcon Games,Gulti,0.06,2009
12797,Total Overdose: A Gunslinger's Tale in Mexico,total-overdose-a-gunslingers-tale-in-mexico,Shooter,M,other,Eidos Interactive,Deadline Games,0.04,2005
12798,Island Xtreme Stunts,island-xtreme-stunts,Action,E,other,Electronic Arts,Silicon Dreams,0.04,2002
12799,Hearts of Iron III,hearts-of-iron-iii,Strategy,E10,pc,Paradox Interactive,Paradox Interactive,0.04,2009
12800,Agassi Tennis Generation,agassi-tennis-generation,Sports,E,other,DreamCatcher Interactive,Aqua Pacific,0.04,2003
12801,Fighting Fantasy: The Warlock of Firetop Mountain,fighting-fantasy-the-warlock-of-firetop-mountain,Role-Playing,T,other,Aspyr,Big Blue Bubble,0.08,2009
12802,Metal Slug X,metal-slug-x,Shooter,T,other,Agetec,ProSoft,0.05,2001
12803,GripShift,gripshift,Racing,E,other,Sony Computer Entertainment,Sidhe Interactive,0.08,2005
12804,Junior Mystery Quest,junior-mystery-quest,Puzzle,E,other,Unknown,Navarre Corp,0.07,2011
12805,Running Wild,running-wild,Racing,E,other,Sony Computer Entertainment,Blue Shift,0.05,1998
12806,Invizimals: The Alliance,invizimals-the-alliance,Action-Adventure,E10,other,Sony Computer Entertainment,Novarama,0,2014
12807,Jenga World Tour,jenga-world-tour,Misc,E,other,Atari,Atomic Planet Entertainment,0.08,2007
