rank,name,basename,genre,esrb_rating,platform,publisher,developer,global_sales,year,publisher_ranked
17475,F1 Race Stars,f1-race-stars,Racing,E,pc,codemasters,Codemasters Birmingham,0.02,2012,FALSE
17476,Pharaonic,pharaonic,Action,M,xbox,soedesco,Milkstone Studios,0.02,2017,FALSE
17477,Motto! SoniComi,motto-sonicomi,Misc,unrated,playstation,kadokawa games,Unknown,0.02,2014,FALSE
17478,School Days LxH,school-days-lxh,Adventure,unrated,playstation,interchannel,0verflow,0.02,2008,FALSE
17479,ATV Drift & Tricks,atv-drift-amp-tricks,Racing,E,xbox,microids,Artefacts Studio,0.02,2018,TRUE
17480,Cities XL 2011,cities-xl-2011,Simulation,E,pc,focus home interactive,Monte Cristo Multimedia,0.02,2010,TRUE
17481,Yuukyuu no Tierblade: Lost Chronicle,yuukyuu-no-tierblade-lost-chronicle,Adventure,unrated,playstation,idea factory,Unknown,0.02,2016,FALSE
17482,Big Idea's VeggieTales: LarryBoy and the Bad Apple,big-ideas-veggietales-larryboy-and-the-bad-apple,Action,E,playstation,crave entertainment,Papaya Studios,0.02,2006,FALSE
17483,Neo Angelique,neo-angelique,Adventure,unrated,playstation,koei,Koei,0.02,2006,FALSE
17484,Zumba Fitness: World Party,zumba-fitness-world-party,Misc,E,xbox,unknown,Zoe Mode,0.02,2006,FALSE
17485,Titan Quest,titan-quest,Action,T,xbox,thq nordic,THQ Nordic,0.02,2018,TRUE
17487,Stronghold Crusader Extreme,stronghold-crusader-extreme,Strategy,T,pc,gamecock,FireFly Studios,0.02,2008,FALSE
17488,Brandish: The Dark Revenant,brandish-the-dark-revenant,Role-Playing,unrated,playstation,falcom corporation,Nihon Falcom Corporation,0.02,2009,FALSE
17489,Chaos;Head Noah,chaoshead-noah,Adventure,unrated,playstation,5pb,Genterprise,0.02,2010,FALSE
17490,Samurai Shodown V,samurai-shodown-v,Fighting,T,xbox,snk playmore,Yuki Enterprise,0.02,2006,FALSE
17491,Summon Night: Swordcraft Story,summon-night-swordcraft-story,Role-Playing,E10,nintendo,atlus,Flight-Plan,0.02,2006,FALSE
17492,Akogare Girls Collection: Pika Pika Nurse Monogatari - Shounika Haitsumo Oosawagi,akogare-girls-collection-pika-pika-nurse-monogatari-shounika-haitsumo-oosawagi,Adventure,unrated,other,nippon columbia,Nippon Columbia,0.02,2016,FALSE
17493,PuraMai Wars V,puramai-wars-v,Action,unrated,playstation,unknown,Unknown,0.02,2016,FALSE
17494,Fishdom 2 Deluxe,fishdom-2-deluxe,Puzzle,unrated,pc,rondomedia,Playrix Entertainment,0.02,2010,FALSE
17495,Geometry Wars 3: Dimensions Evolved,geometry-wars-3-dimensions-evolved,Action,unrated,xbox,activision,Unknown,0.02,2016,FALSE
17496,Minna no Chizu 2,minna-no-chizu-2,Misc,unrated,playstation,zenrin,Zenrin,0.02,2007,FALSE
17497,Pro Fishing Challenge,pro-fishing-challenge,Sports,E,xbox,atlus,Opus Studio,0.02,2004,FALSE
17498,Franklin's Great Adventures,franklins-great-adventures,Action,E,other,game factory,Neko Entertainment,0.02,2006,FALSE
17499,Geten no Hana with Yume Akari: Aizouban,geten-no-hana-with-yume-akari-aizouban,Adventure,unrated,playstation,tecmo koei,Unknown,0.02,2016,FALSE
17500,Princess Saver! Eternal Love for My Lady,princess-saver-eternal-love-for-my-lady,Adventure,unrated,playstation,comfort,Ricotta,0.02,2010,FALSE
17501,Ice Age: Dawn of the Dinosaurs,ice-age-dawn-of-the-dinosaurs,Platform,E10,pc,activision,Eurocom Entertainment Software,0.02,2009,FALSE
17502,Jitsumei Jikkyou Keiba Dream Classic 2002,jitsumei-jikkyou-keiba-dream-classic-2002,Sports,unrated,playstation,bandai,Bandai,0.02,2002,FALSE
17503,To Love-Ru Trouble: Darkness - True Princess,to-love-ru-trouble-darkness-true-princess,Action,unrated,playstation,furyu corporation,Unknown,0.02,2015,FALSE
17504,Tokyo Mew Mew,tokyo-mew-mew,Role-Playing,unrated,playstation,takara,Takara,0.02,2002,FALSE
17505,Interactive Storybook DS Series 3,interactive-storybook-ds-series-3,Misc,E,other,tommo,Tommo,0.02,2007,FALSE
17506,Kawasaki Jet Ski,kawasaki-jet-ski,Racing,E,nintendo,destineer,Data Design Interactive,0.02,2008,FALSE
17507,Moujuutsukai to Oujisama: Snow Bride Portable,moujuutsukai-to-oujisama-snow-bride-portable,Misc,unrated,playstation,idea factory,Unknown,0.02,2012,FALSE
17508,Twinkle * Crusaders GoGo!,twinkle-crusaders-gogo,Adventure,unrated,playstation,ascii media works,ASCII Media Works,0.02,2010,FALSE
17509,Ceville,ceville,Adventure,unrated,pc,kalypso,Realmforge Studios,0.02,2009,FALSE
17510,Europa Universalis III Complete,europa-universalis-iii-complete,Strategy,E10,pc,paradox interactive,Paradox Interactive,0.02,2008,TRUE
17511,Rule of Rose,rule-of-rose,Action,M,playstation,atlus,Punchline / Shirogumi,0.02,2006,FALSE
17512,Override: Mech City Brawl,override-mech-city-brawl,Action-Adventure,T,xbox,modus games,The Balance Inc,0.02,2018,FALSE
17513,Resident Evil: Revelations,resident-evil-revelations,Action,M,xbox,capcom,Capcom,0.02,2017,TRUE
17514,RedCard 20-03,redcard-20-03,Sports,E,nintendo,midway games,Point of View,0.02,2002,FALSE
17515,Freestyle Metal X,freestyle-metal-x,Racing,T,xbox,midway games,Deibus Studios,0.02,2003,FALSE
17516,Sousaku Alice to Oujisama!,sousaku-alice-to-oujisama,Simulation,unrated,nintendo,happinet,Happinet,0.02,2015,FALSE
17517,Space Hulk Tactics,space-hulk-tactics,Strategy,unrated,playstation,focus home interactive,Cyanide,0.02,2018,TRUE
17518,The Professor's Brain Trainer: Logic,the-professors-brain-trainer-logic,Puzzle,unrated,other,505 games,Interchannel,0.02,2006,TRUE
17519,The Guided Fate: Cross Thesis Awakening,the-guided-fate-cross-thesis-awakening,Misc,unrated,playstation,nis america,Unknown,0.02,2015,TRUE
17520,Monster High 13 Wishes,monster-high-13-wishes,Misc,unrated,nintendo,little orbit,Unknown,0.02,2013,FALSE
17521,Shonen Jump's One Piece: Grand Adventure,shonen-jumps-one-piece-grand-adventure,Fighting,T,playstation,namco bandai,Ganbarion,0.02,2006,FALSE
17522,Tom Clancy's Rainbow Six: Vegas 2,tom-clancys-rainbow-six-vegas-2,Shooter,M,pc,ubisoft,Ubisoft Montreal,0.02,2008,TRUE
17523,Collar x Malice: Unlimited,collar-x-malice-unlimited,Visual Novel,unrated,playstation,idea factory,Idea Factory,0.02,2018,FALSE
17524,Pac-Man World Rally,pac-man-world-rally,Racing,E,playstation,namco bandai,Smart Bomb Interactive,0.02,2006,FALSE
17525,The Legend of Heroes: Trails of Cold Steel II Kai - The Erebonian Civil War,the-legend-of-heroes-trails-of-cold-steel-ii-kai-the-erebonian-civil-war,Role-Playing,unrated,playstation,xseed games,Nihon Falcom Corporation,0.02,2019,TRUE
17526,Rugby League Team Manager 2015,rugby-league-team-manager-2015,Sports,unrated,pc,alternative software,Alternative Software,0.02,2015,FALSE
17527,Broken Sword 5: The Serpent's Curse,broken-sword-5-the-serpents-curse,Adventure,M,xbox,revolution software,Revolution Software,0.02,2015,FALSE
17528,Natalie Brooks: Mystery at Hillcrest High,natalie-brooks-mystery-at-hillcrest-high,Misc,unrated,other,licensed 4u,Unknown,0.02,2012,FALSE
17529,Uta Kumi 575,uta-kumi-575,Misc,unrated,playstation,sega,Unknown,0.02,2014,TRUE
17530,Hoshiori Yume Mirai: Converted Edition,hoshiori-yume-mirai-converted-edition,Adventure,unrated,playstation,prototype,Unknown,0.02,2016,FALSE
17531,Tropico 4: Modern Times,tropico-4-modern-times,Misc,unrated,pc,kalypso media,Unknown,0.02,2012,FALSE
17532,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,mind-your-language-learn-english,Misc,unrated,other,playv,PlayV,0.02,2009,FALSE
17533,428: Fuusa Sareta Shibuya de,428-fuusa-sareta-shibuya-de,Adventure,unrated,playstation,spike,ChunSoft,0.02,2009,FALSE
17534,Kung Fu Panda,kung-fu-panda,Platform,E10,pc,activision,Beenox,0.02,2008,FALSE
17535,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,hisshou-pachinko-pachi-slot-kouryaku-series-portable-vol-2-cr-evangelion-hajimari-no-fukuin,Misc,unrated,playstation,d3 publisher,D3 Publisher,0.02,2010,FALSE
17536,Brothers in Arms: Hell's Highway,brothers-in-arms-hells-highway,Shooter,M,pc,ubisoft,Gearbox Software,0.02,2008,TRUE
17537,Rugby World Cup 2015,rugby-world-cup-2015,Sports,unrated,xbox,big ben interactive,HB Studios,0.02,2015,FALSE
17538,Abunai: Koi no Sousa Shitsu,abunai-koi-no-sousa-shitsu,Action,unrated,playstation,asgard,Unknown,0.02,2015,FALSE
17539,NFL Blitz Pro,nfl-blitz-pro,Sports,E,nintendo,midway games,Point of View,0.02,2003,FALSE
17540,The Crew: Wild Run,the-crew-wild-run,Racing,T,xbox,ubisoft,Ivory Tower,0.02,2015,TRUE
17541,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,sangoku-koi-senki-omoide-gaeshi-cs-edition,Adventure,unrated,playstation,prototype,Unknown,0.02,2016,FALSE
17542,Date A Live: Arusu Install,date-a-live-arusu-install,Misc,unrated,playstation,compile heart,Unknown,0.02,2014,FALSE
17543,Commandos: Strike Force,commandos-strike-force,Shooter,T,xbox,eidos interactive,Pyro Studios,0.02,2006,FALSE
17545,Jojo's Bizarre Adventure,jojos-bizarre-adventure,Fighting,T,playstation,capcom,Capcom,0.02,2000,TRUE
17546,Let's Play Flight Attendant,lets-play-flight-attendant,Simulation,E,other,deep silver,Zig Zag,0.02,2010,TRUE
17547,Lode Runner,lode-runner,Puzzle,unrated,other,hudson entertainment,Hudson Soft,0.02,2006,FALSE
17548,18 Wheels of Steel: Extreme Trucker,18-wheels-of-steel-extreme-trucker,Racing,E,pc,valusoft,SCS Software,0.02,2009,FALSE
17549,Evolution Snowboarding,evolution-snowboarding,Sports,T,playstation,konami,Konami Computer Entertainment Osaka,0.02,2002,TRUE
17550,Mario Tennis,mario-tennis,Misc,unrated,nintendo,unknown,Unknown,0.02,2002,FALSE
17551,Zathura,zathura,Adventure,E10,xbox,2k games,High Voltage Software,0.02,2005,FALSE
17552,Jissen Pachinko Hisshouhou! CR Sakura Taisen,jissen-pachinko-hisshouhou-cr-sakura-taisen,Misc,unrated,playstation,sega,Sammy Studios,0.02,2007,TRUE
17553,Falcon 4.0: Allied Force,falcon-40-allied-force,Simulation,T,pc,graphsim entertainment,Lead Pursuit,0.02,2005,FALSE
17554,GT Legends,gt-legends,Racing,E,pc,viva media,SimBin,0.02,2006,FALSE
17555,Triple Crown Championship Snowboarding,triple-crown-championship-snowboarding,Sports,E,nintendo,destineer,Unknown,0.02,2010,FALSE
17556,Need for Speed: Payback,need-for-speed-payback,Racing,T,pc,electronic arts,Ghost Games,0.02,2017,TRUE
17557,Saint,saint,Shooter,E10,nintendo,ufo interactive,Starfish SD,0.02,2009,FALSE
17558,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,super-nazo-puyo-tsuu-ruruu-no-tetsuwan-hanjyouki,Puzzle,unrated,nintendo,compile,Compile,0.02,1996,FALSE
17559,Warriors Orochi 2,warriors-orochi-2,Action,T,xbox,tecmo koei,Omega Force,0.02,2012,FALSE
17560,Zillions of Enemy X: Zetsukai no Crusade,zillions-of-enemy-x-zetsukai-no-crusade,Misc,unrated,playstation,nippon ichi software,Unknown,0.02,2013,FALSE
17561,Castlevania: Lords of Shadow - Reverie,castlevania-lords-of-shadow-reverie,Action,M,xbox,konami,Mercury Steam,0.02,2011,TRUE
17562,Plants vs Zombies: Garden Warfare,plants-vs-zombies-garden-warfare,Shooter,E10,pc,electronic arts,PopCap Games,0.02,2014,TRUE
17563,Happiness! De-Lucks,happiness-de-lucks,Adventure,unrated,playstation,marvelous interactive,Marvelous Interactive,0.02,2007,FALSE
17564,SaGa: Scarlet Grace,saga-scarlet-grace,Role-Playing,unrated,nintendo,square enix,Square Enix,0.02,2018,TRUE
17565,Yunohana Spring! Cherishing Time,yunohana-spring-cherishing-time,Adventure,unrated,playstation,idea factory,Idea Factory,0.02,2016,FALSE
17566,Doki Majo Plus,doki-majo-plus,Adventure,unrated,other,snk playmore,SNK Playmore Corporation,0.02,2009,FALSE
17567,Steins;Gate Elite,steinsgate-elite,Visual Novel,M,nintendo,spike chunsoft,5pb. Inc.,0.02,2019,FALSE
17568,Eureka Seven Vol. 2: The New Vision,eureka-seven-vol-2-the-new-vision,Shooter,T,playstation,namco bandai,Namco Bandai Games America,0.02,2007,FALSE
17569,Love Once: Mermaid's Tears,love-once-mermaids-tears,Adventure,unrated,playstation,unknown,Silicon Studio,0.02,2011,FALSE
17570,Prison Architect,prison-architect,Simulation,M,xbox,introversion software,Introversion Software,0.02,2016,FALSE
17571,Puzzle Challenge: Crosswords and More!,puzzle-challenge-crosswords-and-more,Puzzle,E,playstation,crave entertainment,Supersonic Software,0.02,2006,FALSE
17572,Geon Cube,geon-cube,Puzzle,E,nintendo,ufo interactive,Strawdog Studios Ltd.,0.02,2009,FALSE
17573,Muppets Party Cruise,muppets-party-cruise,Misc,E,nintendo,tdk mediactive,Mass Media,0.02,2003,FALSE
17574,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike","sakini ike""",Action,unrated,playstation,d3 publisher,D3 Publisher,0.02,2009,FALSE
17575,South Park: The Stick of Truth,south-park-the-stick-of-truth,Role-Playing,M,xbox,ubisoft,Obsidian Entertainment,0.02,2018,TRUE
17576,428: Shibuya Scramble,428-shibuya-scramble,Visual Novel,T,playstation,spike chunsoft,Abstraction Games,0.02,2018,FALSE
17577,Dance with Devils,dance-with-devils,Action,unrated,playstation,unknown,Unknown,0.02,2018,FALSE
17578,Shippuu Mahou Daisakusen: Kingdom-Grandprix,shippuu-mahou-daisakusen-kingdom-grandprix,Shooter,unrated,other,gaga,Eighting/Raizing,0.02,1996,FALSE
17579,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,yamasa-digi-portable-matsuri-no-tatsujin-win-chan-no-natsumatsuri,Misc,unrated,playstation,yamasa entertainment,Yamasa Entertainment,0.02,2006,FALSE
17580,Dungeons 2,dungeons-2,Role-Playing,T,playstation,kalypso media,Realmforge Studios,0.02,2016,FALSE
17581,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,quiz-present-variety-q-sama-ds-pressure-study-x-atama-gai-kunaru-drill-sp,Misc,unrated,other,plenty,Plenty,0.02,2011,FALSE
17582,Dream Chronicles,dream-chronicles,Adventure,E,other,zoo games,Kat Games,0.02,2010,FALSE
17583,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,heart-no-kuni-no-alice-anniversary-ver-wonderful-wonder-world,Adventure,unrated,playstation,quinrose,QuinRose,0.02,2011,FALSE
17584,Serious Sam: Next Encounter,serious-sam-next-encounter,Shooter,M,nintendo,global star software,Climax Group,0.02,2004,FALSE
17585,Casper's Scare School: Classroom Capers,caspers-scare-school-classroom-capers,Adventure,E,other,crave entertainment,Nikitova Games,0.02,2010,FALSE
17586,PachiPara 15: Super Umi Monogatari in Okinawa 2,pachipara-15-super-umi-monogatari-in-okinawa-2,Misc,unrated,playstation,irem software engineering,Irem Software Engineering,0.02,2010,FALSE
17587,The Settlers IV,the-settlers-iv,Strategy,E,pc,blue byte,Blue Byte,0.02,2001,FALSE
17588,Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage,sengoku-hime-3-tenka-o-kirisaku-hikari-to-kage,Misc,unrated,playstation,unknown,Unknown,0.02,2001,FALSE
17589,Akai Ito DS,akai-ito-ds,Adventure,unrated,other,alchemist,Alchemist,0.02,2008,FALSE
17590,Knight's Apprentice: Memorick's Adventures,knights-apprentice-memoricks-adventures,Action,T,xbox,xs games,Microids,0.02,2004,FALSE
17591,Natsuiro no Sunadokei,natsuiro-no-sunadokei,Adventure,unrated,playstation,princess soft,Princess Soft,0.02,2002,FALSE
17592,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,jissen-pachi-slot-hisshouhou-mister-magic-neo,Misc,unrated,playstation,sega,Sammy Studios,0.02,2007,TRUE
17593,SimCity Societies,simcity-societies,Simulation,E10,pc,electronic arts,Tilted Mill Entertainment,0.02,2007,TRUE
17594,Bara ni Kakusareshi Verite,bara-ni-kakusareshi-verite,Action,unrated,playstation,idea factory,Unknown,0.02,2016,FALSE
17595,Freedom Wings,freedom-wings,Simulation,E10,other,natsume,BELUGA Computer Inc.,0.02,2006,FALSE
17596,Steal Princess,steal-princess,Platform,E10,other,atlus,Climax Entertainment,0.02,2009,FALSE
17597,Ballblazer Champions,ballblazer-champions,Sports,E,playstation,lucasarts,Factor 5,0.02,1997,FALSE
17598,Military History: Commander - Europe at War,military-history-commander-europe-at-war,Strategy,unrated,playstation,slitherine software,Impressionware SRL,0.02,2009,FALSE
17599,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,koisuru-otome-to-shugo-no-tate-the-shield-of-aigis,Adventure,unrated,playstation,alchemist,Alchemist,0.02,2008,FALSE
17600,Quake 4,quake-4,Shooter,M,pc,activision,id Software / Raven Software,0.02,2005,FALSE
17601,Galaxy Angel II: Eigou Kaiki no Koku,galaxy-angel-ii-eigou-kaiki-no-koku,Strategy,unrated,playstation,broccoli,Broccoli,0.02,2009,FALSE
17602,Genroh,genroh,Misc,unrated,playstation,idea factory,Unknown,0.02,2012,FALSE
17603,Left 4 Dead,left-4-dead,Shooter,M,pc,valve corporation,Valve Software,0.02,2008,FALSE
17604,Moujuutsukai to Oujisama Portable,moujuutsukai-to-oujisama-portable,Adventure,unrated,playstation,idea factory,Idea Factory,0.02,2011,FALSE
17605,Indigo Prophecy,indigo-prophecy,Adventure,M,pc,atari,Quantic Dream,0.02,2005,FALSE
17606,Iron Phoenix,iron-phoenix,Fighting,T,xbox,sega,InterServ International,0.02,2005,TRUE
17607,Otome wa Oanesama Boku ni Koi Shiteru Portable,otome-wa-oanesama-boku-ni-koi-shiteru-portable,Adventure,unrated,playstation,alchemist,Alchemist,0.02,2010,FALSE
17608,Discovery Kids: Snake Safari,discovery-kids-snake-safari,Simulation,E,other,505 games,505 Games,0.02,2010,TRUE
17609,The Dwarves,the-dwarves,Role-Playing,unrated,xbox,thq nordic,KING Art Games,0.02,2016,TRUE
17610,Fritz Chess,fritz-chess,Strategy,E,nintendo,deep silver,Gammick Entertainment,0.02,2009,TRUE
17611,Heavy Fire: The Chosen Few 3D,heavy-fire-the-chosen-few-3d,Shooter,T,nintendo,mastiff,Mastiff,0.02,2011,FALSE
17612,Kannou Mukashi Banashi Portable,kannou-mukashi-banashi-portable,Misc,unrated,playstation,idea factory,Unknown,0.02,2012,FALSE
17613,Kuon,kuon,Adventure,M,playstation,agetec,From Software,0.02,2004,FALSE
17614,Tennis no Oji-Sama: Driving Smash! Side King,tennis-no-oji-sama-driving-smash-side-king,Sports,unrated,other,konami,Konami,0.02,2008,TRUE
17615,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,umineko-no-naku-koro-ni-majo-to-suiri-no-rinbukyoku,Adventure,unrated,playstation,alchemist,Alchemist,0.02,2010,FALSE
17616,Brothers Conflict: Precious Baby,brothers-conflict-precious-baby,Action,unrated,playstation,idea factory,Unknown,0.02,2017,FALSE
17617,Fritz Chess,fritz-chess,Strategy,E,other,deep silver,ShanBlue,0.02,2009,TRUE
17618,Minecraft: Story Mode - Season Two,minecraft-story-mode-season-two,Adventure,E10,pc,telltale games,Telltale Games,0.02,2017,TRUE
17619,UnchainBlades EXXiV,unchainblades-exxiv,Misc,unrated,nintendo,furyu corporation,Unknown,0.02,2012,FALSE
17620,Carmen Sandiego: The Secret of the Stolen Drums,carmen-sandiego-the-secret-of-the-stolen-drums,Adventure,E,nintendo,bam! entertainment,Artificial Mind and Movement,0.02,2004,FALSE
17621,Test Drive Unlimited,test-drive-unlimited,Racing,E10,pc,atari,Eden Studios,0.02,2007,FALSE
17622,Dragon's Lair,dragons-lair,Adventure,E10,other,destineer,United Coders,0.02,2010,FALSE
17623,Sid Meier's Civilization Revolution 2+,sid-meiers-civilization-revolution-2,Strategy,unrated,playstation,take-two interactive,Unknown,0.02,2015,TRUE
17624,Ferrari Challenge Trofeo Pirelli Deluxe,ferrari-challenge-trofeo-pirelli-deluxe,Racing,unrated,nintendo,system 3 arcade software,Eutechnyx,0.02,2009,FALSE
17625,Ride 2,ride-2,Racing,E,pc,milestone s.r.l,Milestone S.r.l.,0.02,2016,TRUE
17626,Dies Irae: Amantes Amentes,dies-irae-amantes-amentes,Misc,unrated,playstation,views,Unknown,0.02,2012,FALSE
17627,Mind over Matter,mind-over-matter,Puzzle,E,other,505 games,505 Games,0.02,2010,TRUE
17628,Puyo Puyo! 15th Anniversary,puyo-puyo-15th-anniversary,Puzzle,unrated,playstation,sega,Sega,0.02,2007,TRUE
17629,Tom Clancy's EndWar,tom-clancys-endwar,Strategy,T,pc,ubisoft,Ubisoft Shanghai,0.02,2009,TRUE
17630,The Idolmaster: Gravure For You! Vol.9,the-idolmaster-gravure-for-you-vol9,Misc,unrated,playstation,namco bandai games,Unknown,0.02,2012,FALSE
17631,Frontlines: Fuel of War,frontlines-fuel-of-war,Shooter,T,pc,thq,Kaos Studios,0.02,2008,FALSE
17632,I Doll U,i-doll-u,Adventure,unrated,playstation,idea factory,Idea Factory,0.02,2015,FALSE
17633,Ryu-Koku,ryu-koku,Adventure,unrated,playstation,kid,KID Corporation,0.02,2006,FALSE
17634,Group S Challenge,group-s-challenge,Racing,E,xbox,capcom,Capcom,0.02,2003,TRUE
17635,GunParade Orchestra: Midori no Shou,gunparade-orchestra-midori-no-shou,Adventure,unrated,playstation,sony computer entertainment,Alfa System,0.02,2006,FALSE
17636,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,maji-de-manabu-lec-de-ukaru-ds-hishou-boki-3-kyuu,Misc,unrated,other,square enix,Square Enix,0.02,2008,TRUE
17637,Veggy World,veggy-world,Shooter,E,other,jack of all games,Rhino Studios,0.02,2011,FALSE
17638,Neo Atlas 1469,neo-atlas-1469,Simulation,unrated,playstation,artdink,ArtDink,0.02,2016,FALSE
17639,Bejeweled 2 Deluxe,bejeweled-2-deluxe,Puzzle,E,pc,popcap games,PopCap Games,0.02,2006,FALSE
17640,Balls of Fury,balls-of-fury,Sports,E10,nintendo,dsi games,Black Lantern Studios,0.02,2007,FALSE
17641,CV Casting Voice,cv-casting-voice,Misc,unrated,playstation,namco bandai games,Unknown,0.02,2014,FALSE
17642,Disney's Meet the Robinsons,disneys-meet-the-robinsons,Action,E10,other,disney interactive studios,Altron,0.02,2007,FALSE
17643,Grey's Anatomy: The Video Game,greys-anatomy-the-video-game,Adventure,T,pc,ubisoft,Longtail Studios,0.02,2009,TRUE
17644,Serious Sam HD: Gold Edition,serious-sam-hd-gold-edition,Shooter,unrated,pc,devolver digital,Croteam,0.02,2010,TRUE
17645,Shooter: Starfighter Sanvein,shooter-starfighter-sanvein,Shooter,E,playstation,a1 games,Success,0.02,2001,FALSE
17646,PriministAr,priministar,Adventure,unrated,playstation,entergram,Unknown,0.02,2016,FALSE
17647,X3: Terran War Pack,x3-terran-war-pack,Misc,unrated,pc,deep silver,Unknown,0.02,2012,TRUE
17648,Sakura Wars 1 & 2,sakura-wars-1-amp-2,Strategy,unrated,playstation,sega,Sega,0.02,2006,TRUE
17649,Mount & Blade,mount-amp-blade,Role-Playing,T,pc,paradox interactive,Taleworlds,0.02,2008,TRUE
17650,Undertale,undertale,Role-Playing,E10,nintendo,4-aug,Toby Fox,0.02,2018,FALSE
17651,Crystar,crystar,Role-Playing,RP,playstation,spike chunsoft,FuRyu,0.02,2019,FALSE
17652,Flipping Death,flipping-death,Platform,unrated,playstation,rising star,Zoink Games,0.02,2018,FALSE
17653,Grisaia no Rakuen: Le Eden de la Grisaia,grisaia-no-rakuen-le-eden-de-la-grisaia,Adventure,unrated,playstation,prototype,Prototype,0.02,2014,FALSE
17654,Tricky Towers,tricky-towers,Puzzle,E,playstation,soedesco,WeirdBeard,0.02,2017,FALSE
17655,Terminator 3: The Redemption,terminator-3-the-redemption,Shooter,T,nintendo,atari,Paradigm Entertainment,0.02,2004,FALSE
17656,This Is the Police 2,this-is-the-police-2,Strategy,M,playstation,thq nordic,Weappy Studio,0.02,2018,TRUE
17657,Unreal Anthology,unreal-anthology,Shooter,M,pc,midway games,Epic Games,0.02,2006,FALSE
17658,Tengen Toppa Gurren-Lagann,tengen-toppa-gurren-lagann,Action,unrated,other,konami,Konami,0.02,2007,TRUE
17659,Pebble Beach Golf Links,pebble-beach-golf-links,Sports,E,other,sega,Tikipod,0.02,1995,TRUE
17660,Sugoi Hebereke,sugoi-hebereke,Fighting,unrated,nintendo,sunsoft,SunSoft,0.02,1994,FALSE
17661,The Liar Princess and the Blind Prince,the-liar-princess-and-the-blind-prince,Platform,unrated,playstation,nis america,Nippon Ichi Software,0.02,2019,TRUE
17662,Dakar 2: The World's Ultimate Rally,dakar-2-the-worlds-ultimate-rally,Racing,E,xbox,acclaim entertainment,Acclaim Studios Cheltenham,0.02,2003,FALSE
17663,The Sims: Complete Collection,the-sims-complete-collection,Simulation,T,pc,electronic arts,Maxis,0.02,2005,TRUE
17664,Higurashi Daybreak Portable Mega Edition,higurashi-daybreak-portable-mega-edition,Adventure,unrated,playstation,alchemist,Alchemist,0.02,2009,FALSE
17665,Spider-Man: Web of Shadows,spider-man-web-of-shadows,Action,T,pc,activision,Shaba Games / Treyarch,0.02,2008,FALSE
17666,Shinken de Watashi ni Koi Shinasai! R,shinken-de-watashi-ni-koi-shinasai-r,Misc,unrated,playstation,minato station,Unknown,0.02,2012,FALSE
17667,Whiteout,whiteout,Racing,T,playstation,konami,Vicarious Visions,0.02,2002,TRUE
17668,Agatha Christie: The ABC Murders,agatha-christie-the-abc-murders,Adventure,T,pc,microids,Artefacts Studios,0.02,2016,TRUE
17669,Shiratsuyu no Kai,shiratsuyu-no-kai,Misc,unrated,playstation,idea factory,Unknown,0.02,2013,FALSE
17670,Street Fighter X Tekken,street-fighter-x-tekken,Fighting,T,pc,capcom,Capcom,0.02,2012,TRUE
17671,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,world-neverland-2in1-portable-olerud-kingdom-amp-republic-of-pluto,Simulation,unrated,playstation,fonfun,fonfun Corporation,0.02,2008,FALSE
17672,XGRA: Extreme G Racing Association,xgra-extreme-g-racing-association,Racing,T,nintendo,acclaim entertainment,Acclaim Studios Cheltenham,0.02,2003,FALSE
17673,Cats Together,cats-together,Simulation,unrated,nintendo,bandai namco games,Bandai Namco Games,0.02,2018,FALSE
17674,Taito Legends 2,taito-legends-2,Misc,T,playstation,destineer,Empire Oxford,0.02,2007,FALSE
17675,Tumblestone,tumblestone,Puzzle,E,nintendo,nighthawk interactive,The Quantum Astrophysicists Guild,0.02,2016,FALSE
17676,Kill.switch,killswitch,Shooter,T,nintendo,"destination software, inc",Visual Impact,0.02,2004,FALSE
17677,Plastic Memories,plastic-memories,Adventure,unrated,playstation,5pb,Unknown,0.02,2016,FALSE
17678,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!","koiseyo otome love is power""",Adventure,unrated,playstation,idea factory,Idea Factory,0.02,2010,FALSE
17679,Jinsei Game Wii,jinsei-game-wii,Misc,unrated,nintendo,takara tomy,Takara Tomy,0.02,2007,FALSE
17680,Big Buck Hunter Arcade,big-buck-hunter-arcade,Shooter,T,xbox,gamemill,GameMill Entertainment,0.02,2017,FALSE
