rank,name,basename,genre,esrb_rating,platform,publisher,developer,pal_sales,year
11776,Cold Fear,cold-fear,Action,M,other,Ubisoft,Darkworks,0.04,2005
11779,Where the Wild Things Are,where-the-wild-things-are,Platform,E10,xbox,Warner Bros. Interactive,Amaze Entertainment,0,2009
11785,Monster Energy Supercross - The Official Videogame,monster-energy-supercross-the-official-videogame,Racing,E,other,Milestone S.r.l.,Milestone S.r.l.,0.01,2018
11791,Murakumo: Renegade Mech Pursuit,murakumo-renegade-mech-pursuit,Shooter,T,xbox,Ubisoft,From Software,0.01,2003
11792,NHL Hitz 20-03,nhl-hitz-20-03,Sports,E,xbox,Midway Games,EA Black Box,0.02,2002
11793,Deus Ex: Human Revolution,deus-ex-human-revolution,Shooter,M,nintendo,Square Enix,Eidos Interactive,0.05,2013
11794,Gun Metal,gun-metal,Shooter,T,xbox,Majesco,Rage Software,0.02,2002
11795,Escape The Museum,escape-the-museum,Adventure,E,nintendo,Majesco,Gogii Games,0.01,2009
11796,DualPenSports,dualpensports,Sports,E10,nintendo,Namco Bandai,Indies Zero,0.05,2011
11799,BloodRayne,bloodrayne,Shooter,M,nintendo,Majesco,Terminal Reality,0.02,2002
11801,Truth or Lies,truth-or-lies,Misc,T,xbox,THQ,Big Ant Studios,0.03,2010
11802,ECW Anarchy Rulz,ecw-anarchy-rulz,Fighting,T,other,Acclaim Entertainment,Acclaim Entertainment,0.04,2000
11803,Metal Slug 4 & 5,metal-slug-4-amp-5,Shooter,T,other,SNK Playmore,BrezzaSoft,0.04,2005
11806,Gabrielle's Ghostly Groove 3D,gabrielles-ghostly-groove-3d,Adventure,E,nintendo,Natsume,Natsume,0.02,2011
11810,Sabrina The Teenage Witch: Potion Commotion,sabrina-the-teenage-witch-potion-commotion,Action,E,nintendo,Ubisoft,Ubisoft,0.03,2002
11811,Pac-Man Pinball Advance,pac-man-pinball-advance,Misc,E,nintendo,Namco,Human Soft,0.03,2005
11814,Yu Yu Hakusho: Tournament Tactics,yu-yu-hakusho-tournament-tactics,Strategy,E,nintendo,Atari,Sensory Sweep,0.03,2004
11815,Home Run King,home-run-king,Sports,E,nintendo,Sega,Wow Entertainment,0.02,2002
11816,GoldenEye: Rogue Agent,goldeneye-rogue-agent,Shooter,T,other,Electronic Arts,EA Tiburon,0,2005
11818,Calling,calling,Adventure,T,nintendo,Hudson Soft,Hudson Soft,0.04,2010
11819,WWE All Stars,wwe-all-stars,Fighting,T,other,THQ,THQ,0.04,2011
11820,Pimp My Ride,pimp-my-ride,Racing,T,nintendo,Activision,Eutechnyx,0,2008
11825,AirForce Delta Strike,airforce-delta-strike,Simulation,T,other,Konami,KCE Studios,0.04,2004
11826,The Witch and the Hundred Knight,the-witch-and-the-hundred-knight,Role-Playing,T,other,NIS America,Nippon Ichi Software,0.01,2016
11827,Lost Horizon,lost-horizon,Adventure,unrated,pc,Deep Silver,Animation Arts,0.1,2010
11831,Bodycount,bodycount,Shooter,M,other,Codemasters,Guildford Studio,0.05,2011
11832,Disney's Peter Pan: Return to Never Land,disneys-peter-pan-return-to-never-land,Platform,E,nintendo,Disney Interactive Studios,Crawfish Interactive,0.03,2002
11833,Jake Hunter Detective Story: Memories of the Past,jake-hunter-detective-story-memories-of-the-past,Adventure,T,other,Aksys Games,WorkJam,0,2009
11834,Puzzler World 2,puzzler-world-2,Puzzle,E,other,UFO Interactive,Ubisoft,0.07,2011
11835,Nickelodeon Dance,nickelodeon-dance,Misc,unrated,xbox,2K Play,High Voltage Software,0.02,2011
11836,The Fairly Odd Parents: Breakin Da Rules,the-fairly-odd-parents-breakin-da-rules,Platform,E,xbox,THQ,Blitz Games,0.02,2003
11837,Capcom vs. SNK 2 EO,capcom-vs-snk-2-eo,Fighting,T,nintendo,Capcom,Capcom,0.02,2002
11838,Open Season,open-season,Platform,E10,xbox,Ubisoft,Ubisoft Montreal,0,2006
11839,Space Chimps,space-chimps,Platform,E10,xbox,Brash Entertainment,Red Tribe,0,2008
11840,Hot Wheels Velocity X,hot-wheels-velocity-x,Racing,E,nintendo,THQ,Beyond Games,0.02,2002
11841,Cloudy With A Chance of Meatballs,cloudy-with-a-chance-of-meatballs,Adventure,E,nintendo,Ubisoft,Ubisoft Shanghai,0,2009
11843,Planet 51,planet-51,Action,E,other,Sega,Pyro Studios,0.03,2009
11844,Green Lantern: Rise of the Manhunters,green-lantern-rise-of-the-manhunters,Action,E10,other,Warner Bros. Interactive,Griptonite Games,0.03,2011
11845,Contra Advance: The Alien Wars EX,contra-advance-the-alien-wars-ex,Shooter,E,nintendo,Konami,Konami,0.03,2002
11846,Cake Mania,cake-mania,Puzzle,E,other,Majesco,Digital Embryo,0.01,2007
11847,Master of the Monster Lair,master-of-the-monster-lair,Role-Playing,E10,other,Atlus,Global A Entertainment,0,2008
11848,The Settlers,the-settlers,Strategy,E,other,Ubisoft,Ubisoft Paris,0,2007
11849,The Elder Scrolls Online: Summerset,the-elder-scrolls-online-summerset,MMO,M,xbox,Bethesda Softworks,ZeniMax Online Studios,0.01,2018
11851,Army Men: RTS,army-men-rts,Strategy,T,other,3DO,Pandemic Studios,0.04,2002
11857,Grease,grease,Misc,E10,other,505 Games,Big Head Games,0,2010
11859,Surf's Up,surfs-up,Sports,E10,other,Ubisoft,Ubisoft Montreal,0.06,2007
11860,ESPN NHL Hockey,espn-nhl-hockey,Sports,E,xbox,Sega,Kush Games,0.02,2003
11861,Mortal Kombat: Deception,mortal-kombat-deception,Fighting,M,nintendo,Midway Games,Midway Games,0.02,2005
11862,Monster Lab,monster-lab,Role-Playing,E10,other,Eidos Interactive,Backbone Entertainment,0.04,2008
11863,XXX,xxx,Action,E,nintendo,Activision,Digital Eclipse,0.03,2002
11864,Beaterator,beaterator,Misc,E,other,Rockstar Games,Rockstar Leeds,0.02,2009
11865,Guitar Rock Tour,guitar-rock-tour,Misc,E10,other,Gameloft,Gameloft,0,2008
11867,Maximum Force,maximum-force,Shooter,M,other,Midway Games,Tantalus Interactive,0.04,1997
11868,Worms Forts: Under Siege,worms-forts-under-siege,Strategy,T,other,Sega,Team17 Software,0.04,2005
11870,Invizimals: The Lost Tribes,invizimals-the-lost-tribes,Action,unrated,other,Sony Computer Entertainment,Novarama,0.08,2011
11873,Project: Snowblind,project-snowblind,Action,T,xbox,Eidos Interactive,Unknown,0.02,2005
11874,Astro Boy: The Video Game,astro-boy-the-video-game,Action,E10,other,D3 Publisher,High Voltage Software,0.04,2009
11876,Disney's Extreme Skate Adventure,disneys-extreme-skate-adventure,Sports,E,xbox,Activision,Toys for Bob,0.02,2003
11879,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,the-adventures-of-jimmy-neutron-boy-genius-jet-fusion,Action,E,nintendo,THQ,Krome Studios,0.02,2003
11880,The Spiderwick Chronicles,the-spiderwick-chronicles,Adventure,E10,xbox,Sierra Entertainment,Stormfront Studios,0.01,2008
11881,BlazBlue: Calamity Trigger Portable,blazblue-calamity-trigger-portable,Fighting,T,other,Aksys Games,Arc System Works,0.01,2010
11883,Pac-Man World 2,pac-man-world-2,Platform,E,nintendo,Namco,Full Fat,0.03,2005
11886,Odama,odama,Misc,E10,nintendo,Nintendo,VIVARIUM Inc.,0.02,2006
11887,Pinball Hall of Fame: The Williams Collection,pinball-hall-of-fame-the-williams-collection,Misc,E10,other,Crave Entertainment,FarSight Studios,0.01,2008
11889,Mobile Light Force 2,mobile-light-force-2,Shooter,E,other,XS Games,Alfa System,0.04,2003
11890,Naval Ops: Warship Gunner,naval-ops-warship-gunner,Simulation,T,other,KOEI,Micro Cabin,0.04,2003
11897,Ride,ride,Racing,E,xbox,Milestone S.r.l.,Milestone S.r.l.,0.05,2015
11899,Bionicle Heroes,bionicle-heroes,Shooter,E10,nintendo,Eidos Interactive,Traveller's Tales,0.02,2006
11901,Eragon,eragon,Action,T,other,Sierra Entertainment,Amaze Entertainment,0,2006
11902,The King of Fighters 2000/2001,the-king-of-fighters-2000,Fighting,T,other,SNK,SNK Playmore Corporation,0.04,2003
11903,Lost in Blue,lost-in-blue,Adventure,E10,other,Konami,Konami Computer Entertainment Hawaii,0.02,2005
11904,Batman & Robin,batman-amp-robin,Action,T,other,Acclaim Entertainment,Probe,0.04,1998
11905,Chameleon Twist,chameleon-twist,Platform,E,nintendo,Sunsoft,Japan Supply System,0.02,1997
11906,Chopper Attack,chopper-attack,Action,T,nintendo,Midway Games,Seta Corporation,0.02,1998
11907,Fighting Force 64,fighting-force-64,Action,T,nintendo,Crave Entertainment,Core Design Ltd.,0.02,1999
11909,Nuclear Strike 64,nuclear-strike-64,Simulation,T,nintendo,THQ,Pacific Coast Power & Light,0.02,1999
11910,Snowboard Kids 2,snowboard-kids-2,Sports,E,nintendo,Atlus,Racdym,0.02,1999
11911,Tonic Trouble,tonic-trouble,Platform,E,nintendo,Ubisoft,Ubisoft Montpellier,0.02,1999
11912,Top Gear Rally 2,top-gear-rally-2,Racing,E,nintendo,Kemco,Saffire Corporation,0.02,1999
11913,Vigilante 8: 2nd Offense,vigilante-8-2nd-offense,Racing,T,nintendo,Activision,"Luxoflux, Inc.",0.02,2000
11914,Spyborgs,spyborgs,Action,T,nintendo,Capcom,Bionic Games,0.01,2009
11916,Wolfenstein II: The New Colossus,wolfenstein-ii-the-new-colossus,Shooter,M,nintendo,Bethesda Softworks,MachineGames,0.05,2018
11918,Ninja Assault,ninja-assault,Shooter,T,other,Namco,Namco,0.04,2002
11919,RiME,rime,Adventure,E10,other,Grey Box,Tequila Works,0.07,2017
11920,GunGriffon Blaze,gungriffon-blaze,Simulation,T,other,Working Designs,Game Arts,0.04,2000
11921,Army Men: Soldiers of Misfortune,army-men-soldiers-of-misfortune,Shooter,E,other,Zoo Games,"Big Blue Bubble, Inc.",0,2008
11925,Agents of Mayhem,agents-of-mayhem,Action,M,xbox,Deep Silver,Volition Inc.,0.03,2017
11926,Top Angler: Real Bass Fishing,top-angler-real-bass-fishing,Sports,E,other,Xicat Interactive,SIMS,0.04,2002
11927,Michael Phelps: Push the Limit,michael-phelps-push-the-limit,Sports,E,xbox,505 Games,Blitz Games,0.01,2011
11928,Overcooked Special Edition,overcooked-special-edition,Simulation,unrated,nintendo,Team 17,Ghost Town Games,0.01,2018
11929,Night at the Museum: Battle of the Smithsonian,night-at-the-museum-battle-of-the-smithsonian,Action,E10,xbox,Majesco,"Pipeworks Software, Inc.",0.03,2009
11930,Bodycount,bodycount,Shooter,M,xbox,Codemasters,Guildford Studio,0.03,2011
11931,PDC World Championship Darts: Pro Tour,pdc-world-championship-darts-pro-tour,Sports,unrated,nintendo,O-Games,O-Games,0.1,2010
11933,Breakout,breakout,Puzzle,E,other,Hasbro Interactive,Supersonic Software,0.04,2000
11936,Alias,alias,Action,T,other,Acclaim Entertainment,Acclaim Studios Cheltenham,0.04,2004
11938,Arma III,arma-iii,Shooter,M,pc,Bohemia Interactive,Bohemia Interactive,0.1,2013
11939,Death Jr.: Root of Evil,death-jr-root-of-evil,Platform,T,nintendo,Eidos Interactive,Backbone Entertainment,0,2008
11945,Smash Court Tennis 3,smash-court-tennis-3,Sports,E,xbox,Atari,Namco Bandai Games America,0.02,2008
11946,Sacred 3,sacred-3,Role-Playing,M,other,Deep Silver,Keen Games,0.04,2014
11947,Silly Bandz: Play The Craze,silly-bandz-play-the-craze,Puzzle,E,other,Zoo Games,Artefacts Studio,0,2010
11948,Transformers: Devastation,transformers-devastation,Action,T,other,Activision,PlatinumGames,0.04,2015
11950,Outlaw Golf: Nine Holes of Christmas,outlaw-golf-nine-holes-of-christmas,Sports,T,xbox,Simon & Schuster Interactive,Hypnotix,0.02,2003
11951,NHL Rivals 2004,nhl-rivals-2004,Sports,E,xbox,Microsoft Game Studios,Microsoft Game Studios,0.02,2003
11952,X-Men: Next Dimension,x-men-next-dimension,Fighting,T,xbox,Activision,Paradox Development,0.02,2002
11953,Felony 11-79,felony-11-79,Racing,unrated,other,ASCII Entertainment,Climax Entertainment,0.04,1997
11954,Tyco RC: Assault with a Battery,tyco-rc-assault-with-a-battery,Racing,E,other,Mattel Interactive,Lucky Chicken Games,0.04,2000
11957,Avatar: The Last Airbender,avatar-the-last-airbender,Adventure,E10,other,THQ,AWE Games,0,2006
11959,Dawn of Discovery,dawn-of-discovery,Simulation,E,other,Ubisoft,Sunflowers Interactive,0.03,2009
11960,NBA 2K18,nba-2k18,Sports,E10,xbox,2K Sports,Visual Concepts,0,2017
11962,Nicktoons: Unite!,nicktoons-unite,Adventure,E,other,THQ,Climax Group,0,2006
11967,The Scorpion King: Rise of the Akkadian,the-scorpion-king-rise-of-the-akkadian,Action,T,nintendo,Universal Interactive,Point of View,0.02,2002
11972,Transformers: Beast Wars Transmetals,transformers-beast-wars-transmetals,Fighting,T,other,BAM! Entertainment,Takara,0.04,2000
11974,Mushroom Men: Rise of the Fungi,mushroom-men-rise-of-the-fungi,Action,E,other,Gamecock,Red Fly Studio,0,2008
11978,Charlie and the Chocolate Factory,charlie-and-the-chocolate-factory,Adventure,E,xbox,Global Star Software,High Voltage Software,0.02,2005
11979,Constantine,constantine,Action,M,other,THQ,Bits Studios,0.04,2005
11980,Prinny: Can I Really Be the Hero?,prinny-can-i-really-be-the-hero,Platform,T,other,NIS America,Nippon Ichi Software,0.01,2009
11981,Pimp My Ride,pimp-my-ride,Racing,T,xbox,Activision,Eutechnyx,0.01,2006
11982,Pokemon Rumble World,pokemon-rumble-world,Action,E10,nintendo,Nintendo,Ambrella,0.02,2015
11983,Dynasty Tactics 2,dynasty-tactics-2,Strategy,T,other,KOEI,Koei,0.04,2003
11985,Vacation Sports,vacation-sports,Sports,E,nintendo,Ubisoft,Mere Mortals,0.01,2009
11986,Real World Golf,real-world-golf,Sports,E,other,Mad Catz,In2Games / Aqua Pacific,0.04,2006
11987,Patapon 2,patapon-2,Platform,E,other,Sony Computer Entertainment,Pyramid/JAPAN Studio,0.03,2009
11989,WRC 5: FIA World Rally Championship,wrc-5-fia-world-rally-championship,Racing,E,other,Bigben Interactive,Kylotonn Entertainment,0.05,2015
11990,Animal Planet: Vet Life,animal-planet-vet-life,Simulation,E,other,Activision,Activision,0,2009
11991,Ty the Tasmanian Tiger 2: Bush Rescue,ty-the-tasmanian-tiger-2-bush-rescue,Platform,E,xbox,Electronic Arts,Krome Studios,0.02,2004
11992,Defender,defender,Shooter,T,nintendo,Midway Games,Inevitable Entertainment,0.02,2002
11993,BlazBlue: Continuum Shift II,blazblue-continuum-shift-ii,Fighting,T,nintendo,Aksys Games,Arc System Works,0.02,2011
11994,The Polar Express,the-polar-express,Adventure,E,nintendo,THQ,Blue Tongue,0.02,2004
11995,BMX XXX,bmx-xxx,Sports,M,xbox,Acclaim Entertainment,"Z-Axis, Ltd.",0.02,2002
11997,Totally Spies! Totally Party,totally-spies-totally-party,Misc,E,nintendo,Valcon Games,OUAT Entertainment,0.01,2009
11998,Ys VIII: Lacrimosa of Dana,ys-viii-lacrimosa-of-dana,Role-Playing,unrated,nintendo,NIS America,Nihon Falcom Corporation,0.03,2018
11999,Lady Sia,lady-sia,Platform,E,nintendo,TDK Mediactive,RFX Interactive,0.03,2001
12001,Rock Band: Metal Track Pack,rock-band-metal-track-pack,Misc,T,other,MTV Games,Harmonix Music Systems,0.04,2009
12002,Sonic Generations,sonic-generations,Platform,E,pc,Sega,Sega,0.07,2011
12003,Burnout Paradise Remastered,burnout-paradise-remastered,Racing,E10,xbox,Electronic Arts,Stellar Entertainment,0.04,2018
12004,Frogger: Helmet Chaos,frogger-helmet-chaos,Platform,E,other,Konami,Konami Computer Entertainment Hawaii,0,2005
12006,Robotech: Invasion,robotech-invasion,Shooter,T,other,Global Star Software,Vicious Cycle,0.04,2004
12009,Dr. Seuss' The Cat in the Hat,dr-seuss-the-cat-in-the-hat,Adventure,E,xbox,VU Games,Magenta Software,0.02,2003
12010,Hellboy: The Science of Evil,hellboy-the-science-of-evil,Action,T,xbox,Konami,Krome Studios,0,2008
12014,Where the Wild Things Are,where-the-wild-things-are,Platform,E10,other,Warner Bros. Interactive,Amaze Entertainment,0.01,2009
12015,Champion Jockey: G1 Jockey & Gallop Racer,champion-jockey-g1-jockey-amp-gallop-racer,Sports,E,nintendo,Tecmo Koei,Tecmo Koei Games,0.03,2011
12016,HOP,hop,Platform,E,other,505 Games,505 Games,0.01,2011
12018,Sniper Elite,sniper-elite,Shooter,M,nintendo,Reef Entertainment,Reef Entertainment,0.02,2010
12019,Cats & Dogs: The Revenge of Kitty Galore,cats-amp-dogs-the-revenge-of-kitty-galore,Action,E,other,505 Games,Warner Bros. Interactive Entertainment,0,2010
12020,Astro Boy: The Video Game,astro-boy-the-video-game,Action,E10,nintendo,D3 Publisher,High Voltage Software,0,2009
12021,Call of Duty: Modern Warfare Trilogy,call-of-duty-modern-warfare-trilogy,Shooter,M,other,Activision,Infinity Ward,0.02,2016
12024,Starsky & Hutch,starsky-amp-hutch,Racing,T,nintendo,BAM! Entertainment,Minds-Eye Productions,0.02,2004
12027,FoxKids.com Micro Maniacs Racing,foxkidscom-micro-maniacs-racing,Racing,E,other,Codemasters,Codemasters,0.04,2000
12028,Happy Feet Two,happy-feet-two,Adventure,E,other,Warner Bros. Interactive,WayForward,0.01,2011
12029,Hexen: Beyond Heretic,hexen-beyond-heretic,Shooter,M,other,GT Interactive,Raven Software,0.04,1997
12030,Arcade Party Pak,arcade-party-pak,Misc,T,other,Midway Games,Digital Eclipse,0.04,1999
12031,Bust-A-Move DS,bust-a-move-ds,Puzzle,E,other,Majesco,Happy Happening,0.02,2005
12032,Planet 51,planet-51,Action,E,xbox,Sega,Pyro Studios,0.03,2009
12034,Football Manager 2019,football-manager-2019,Simulation,unrated,pc,Sega,Sports Interactive,0.1,2018
12039,Hitman Trilogy,hitman-trilogy,Action,M,other,Eidos Interactive,IO Interactive,0.04,2007
12043,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,the-penguins-of-madagascar-dr-blowhole-returns-again,Action,E,xbox,THQ,THQ,0.03,2011
12046,Cabela's Adventure Camp,cabelas-adventure-camp,Misc,E,other,Activision,Activision,0.03,2011
12047,Railroad Tycoon II,railroad-tycoon-ii,Strategy,E,other,Take-Two Interactive,Take-Two Interactive,0.04,2000
12049,The Hardy Boys: The Hidden Theft,the-hardy-boys-the-hidden-theft,Adventure,E10,nintendo,DreamCatcher Interactive,XPEC Entertainment Inc.,0.03,2009
12050,Naruto Shippuden 3D: The New Era,naruto-shippuden-3d-the-new-era,Action,unrated,nintendo,505 Games,Takara Tomy,0.04,2011
12054,Killer Instinct (2013),killer-instinct-2013,Fighting,T,xbox,Microsoft Studios,Iron Galaxy,0.03,2014
12057,Pac-Man and the Ghostly Adventures 2,pac-man-and-the-ghostly-adventures-2,Platform,E10,other,Namco Bandai Games,Monkey Bar Games,0.03,2014
12060,Rengoku: The Tower of Purgatory,rengoku-the-tower-of-purgatory,Action,M,other,Konami,Neverland,0,2005
12063,Goal Storm '97,goal-storm-97,Sports,E,other,Konami,Konami,0,1997
12065,Dynasty Warriors Advance,dynasty-warriors-advance,Action,E10,nintendo,Nintendo,Koei,0.03,2005
12069,Transformers: Devastation,transformers-devastation,Action,T,xbox,Activision,PlatinumGames,0.01,2015
12070,Guilty Gear Xrd -Revelator-,guilty-gear-xrd-revelator-,Fighting,T,other,Aksys Games,Arc System Works,0.02,2016
12071,Aqua Aqua,aqua-aqua,Puzzle,E,other,3DO,Zed Two Limited,0.04,2001
12073,Mega Man Zero 4,mega-man-zero-4,Platform,E,nintendo,Capcom,Inti Creates,0.03,2005
12075,Black Bass with Blue Marlin,black-bass-with-blue-marlin,Sports,E,other,Hot-B,Unknown,0.04,1999
12082,Tiger Woods PGA Tour 06,tiger-woods-pga-tour-06,Sports,E,nintendo,EA Sports,EA Sports,0.02,2005
12083,Jupiter Strike,jupiter-strike,Shooter,E,other,Acclaim Entertainment,Taito Corporation,0.04,1995
12085,Shadow Warrior (2013),shadow-warrior-2013,Shooter,M,other,Devolver Digital,Flying Wild Hog,0.09,2014
12086,Tetris Evolution,tetris-evolution,Puzzle,E,xbox,THQ,THQ,0.02,2007
12095,Reign of Fire,reign-of-fire,Shooter,T,nintendo,BAM! Entertainment,Kuju Entertainment,0.02,2002
12096,Rogue Warrior,rogue-warrior,Shooter,M,xbox,Bethesda Softworks,Rebellion Developments,0.01,2009
12097,Pro Evolution Soccer 2017,pro-evolution-soccer-2017,Sports,E,xbox,Konami Digital Entertainment,PES Productions,0.05,2016
12098,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,the-penguins-of-madagascar-dr-blowhole-returns-again,Action,E,other,THQ,THQ,0.03,2011
12099,Adventure Time: Finn & Jake Investigations,adventure-time-finn-amp-jake-investigations,Action,E10,nintendo,Little Orbit,Vicious Cycle,0.06,2015
12100,"Sakura Wars: So Long, My Love","my love""",Role-Playing,T,nintendo,NIS America,RED Entertainment,0.04,2010
12101,Assassin's Creed Chronicles,assassins-creed-chronicles,Action,T,other,Ubisoft,Climax Studios,0.05,2016
12103,Jampack Volume 14 (RP-T),jampack-volume-14-rp-t,Misc,T,other,Sony Computer Entertainment,Sony Computer Entertainment America,0.04,2006
12105,Rome: Total War,rome-total-war,Strategy,T,pc,Activision,The Creative Assembly,0.09,2004
12106,Mace Griffin: Bounty Hunter,mace-griffin-bounty-hunter,Shooter,M,xbox,VU Games,Warthog,0.02,2003
12107,Martian Gothic: Unification,martian-gothic-unification,Adventure,M,other,Take-Two Interactive,Creative Reality,0.04,2001
12108,Woody Woodpecker Racing,woody-woodpecker-racing,Racing,E,other,Konami,Syrox Developments,0.04,2000
12110,Fight Club,fight-club,Fighting,M,xbox,VU Games,Genuine Games,0.02,2004
12111,Carnage Heart,carnage-heart,Strategy,E,other,Sony Computer Entertainment,ArtDink,0.01,1997
12112,"Grand Theft Auto: Mission Pack #1, London 1969","london 1969""",Adventure,M,other,Rockstar Games,DMA Design,0.04,1999
12115,Disney Channel Collection Vol. 1,disney-channel-collection-vol-1,Misc,unrated,nintendo,Majesco,Disney Interactive,0.03,2004
12117,Total Immersion Racing,total-immersion-racing,Racing,E,other,Empire Interactive,Razorworks Studios,0.04,2002
12120,Viewtiful Joe: Double Trouble!,viewtiful-joe-double-trouble,Action,T,other,Capcom,Clover Studio,0,2005
12121,Rocky Balboa,rocky-balboa,Sports,T,other,Sony Computer Entertainment,Ubisoft,0.09,2007
12123,FlatOut: Ultimate Carnage,flatout-ultimate-carnage,Racing,T,xbox,Empire Interactive,Bugbear Entertainment,0.03,2007
12124,Space Invaders,space-invaders,Shooter,E,nintendo,Activision,Torus Games,0.03,2002
12125,Digimon Digital Card Battle,digimon-digital-card-battle,Strategy,T,other,Bandai,Bandai,0.04,2001
12126,Alvin and the Chipmunks: Chipwrecked,alvin-and-the-chipmunks-chipwrecked,Misc,E10,xbox,Majesco,Behaviour Interactive,0.01,2011
12130,Pro Evolution Soccer 2014,pro-evolution-soccer-2014,Sports,E,pc,Konami Digital Entertainment,Konami,0.1,2013
12135,Dark Souls: Remastered,dark-souls-remastered,Role-Playing,M,xbox,Bandai Namco Entertainment,From Software,0.03,2018
12136,Gem Quest: 4 Elements,gem-quest-4-elements,Puzzle,E,other,Storm City Games,Mastertronic,0.05,2011
12137,Big League Sports: Summer,big-league-sports-summer,Sports,E,other,Activision,Koolhaus Games,0,2009
12138,Dead to Rights II,dead-to-rights-ii,Shooter,M,xbox,Namco,WideScreen Games,0.02,2005
12139,Hysteria Hospital: Emergency Ward,hysteria-hospital-emergency-ward,Action,E,other,O-Games,Gameinvest,0,2009
12140,Project: Horned Owl,project-horned-owl,Shooter,T,other,Sony Computer Entertainment,Alfa System,0.02,1996
12143,Science Papa,science-papa,Misc,E,other,Activision,Activision,0.01,2009
12144,Alvin and the Chipmunks: Chipwrecked,alvin-and-the-chipmunks-chipwrecked,Misc,E10,other,Majesco,Behaviour Interactive,0.04,2011
12145,Fatal Frame 2: Wii Edition,fatal-frame-2-wii-edition,Action-Adventure,unrated,nintendo,Nintendo,Koei Tecmo Games,0,2012
12150,Cabela's Dangerous Hunts 2,cabelas-dangerous-hunts-2,Sports,T,xbox,Activision,FUN Labs,0.02,2005
12154,SimCity 2000,simcity-2000,Simulation,E,nintendo,"Destination Software, Inc",Full-Fat,0.03,2003
12155,X-Men: The Official Game,x-men-the-official-game,Action,E10,other,Activision,Amaze Entertainment,0,2006
12157,Brunswick Circuit Pro Bowling 2,brunswick-circuit-pro-bowling-2,Sports,E,other,THQ,Adrenalin Entertainment,0.04,2000
12160,The Godfather: Mob Wars,the-godfather-mob-wars,Action,M,other,Electronic Arts,Page 44,0,2006
12161,Pac-Man and the Ghostly Adventures 2,pac-man-and-the-ghostly-adventures-2,Platform,E10,xbox,Namco Bandai Games,Monkey Bar Games,0.04,2014
12162,Puzzle Chronicles,puzzle-chronicles,Puzzle,E10,other,Konami,Infinite Interactive,0,2010
12164,Power Rangers: Super Legends,power-rangers-super-legends,Action,E10,other,Disney Interactive Studios,Handheld Games,0.02,2007
12165,Stronghold Kingdoms,stronghold-kingdoms,Strategy,unrated,pc,DTP Entertainment,FireFly Studios,0.1,2011
12168,Gravity Games Bike: Street Vert Dirt,gravity-games-bike-street-vert-dirt,Sports,T,other,Midway Games,Midway Games,0.04,2002
12172,Troll and I,troll-and-i,Action,T,nintendo,Maximum Games,Spiral House,0.04,2017
12174,Top Spin,top-spin,Sports,E,other,2K Sports,Pam Development,0.04,2005
12179,UFC: Tapout 2,ufc-tapout-2,Fighting,T,xbox,TDK Mediactive,DreamFactory,0.02,2003
12183,Ski-Doo Snowmobile Challenge,ski-doo-snowmobile-challenge,Racing,E,other,Valcon Games,ColdWood Interactive,0,2009
12185,The First Templar,the-first-templar,Adventure,T,xbox,Kalypso,Haemimont Games,0.04,2011
12186,Vexx,vexx,Platform,T,xbox,Acclaim Entertainment,Acclaim Studios Austin,0.02,2003
12187,Winning Eleven: Pro Evolution Soccer 2007,winning-eleven-pro-evolution-soccer-2007,Sports,E,xbox,Konami,Konami Computer Entertainment Tokyo,0,2007
12188,Disney's Chicken Little: Ace In Action,disneys-chicken-little-ace-in-action,Shooter,E10,nintendo,Buena Vista,Avalanche Software,0,2006
12190,F1 Career Challenge,f1-career-challenge,Racing,E,other,EA Sports,Visual Science,0.04,2003
12191,Yoostar2,yoostar2,Misc,T,other,Unknown,Blitz Game Studios,0.05,2011
12192,Pariah,pariah,Action,M,xbox,Groove Games,Unknown,0.02,2005
12193,World Series of Poker: Tournament of Champions 2007 Edition,world-series-of-poker-tournament-of-champions-2007-edition,Misc,T,other,Activision,Left Field Productions,0,2006
12194,Cabela's Outdoor Adventures,cabelas-outdoor-adventures,Sports,T,xbox,Activision,FUN Labs,0.02,2005
12196,Metal Slug 3,metal-slug-3,Shooter,T,xbox,SNK,SNK Corporation,0.02,2004
12197,The Lord of the Rings: Conquest,the-lord-of-the-rings-conquest,Action,T,other,Electronic Arts,Artificial Mind and Movement,0.01,2009
12198,Motocross Mania 3,motocross-mania-3,Racing,T,other,2K Games,Deibus Studios,0.04,2005
12202,Thrillville: Off the Rails,thrillville-off-the-rails,Strategy,E10,other,LucasArts,Frontier Developments,0,2007
12204,Banjo-Pilot,banjo-pilot,Racing,E,nintendo,THQ,Rare Ltd.,0.03,2005
12205,Cloudy With a Chance of Meatballs,cloudy-with-a-chance-of-meatballs,Adventure,E,other,Ubisoft,Ubisoft Shanghai,0.01,2009
12206,Gallop Racer 2006,gallop-racer-2006,Sports,E,other,Tecmo,Tecmo,0.02,2006
12207,Dora's Big Birthday Adventure,doras-big-birthday-adventure,Misc,E,nintendo,2K Play,TBA,0.01,2010
12209,Frogger: Ancient Shadow,frogger-ancient-shadow,Platform,E,other,Konami,Hudson Soft,0.04,2005
